,wt_E17.5_f5,wt_E17.5_f4
g01700,0,0
g01701,302,295
g01702,2,2
g01703,186,184
g01704,564,612
g01705,228,207
g01706,7,0
g01707,2030,1743
g01708,12,17
g01709,1,2
g01710,9,7
g01711,0,0
g01712,181,163
g01713,630,683
g01714,27,30
g01715,0,1
g01716,580,643
g01717,92,115
g01718,12,8
g01719,1222,1069
g01720,0,0
g01721,231,226
g01722,941,951
g01723,11,11
g01724,68,91
g01725,4,8
g01726,96,92
g01727,180,139
g01728,216,197
g01729,1335,1126
g01730,4596,3756
g01731,8,0
g01732,1,1
g01733,109,80
g01734,133,106
g01735,2545,2529
g01736,1,1
g01737,380,348
g01738,2,0
g01739,1070,1037
g01740,964,882
g01741,67,93
g01742,81,108
g01743,12,16
g01744,504,467
g01745,5,3
g01746,3,2
g01747,40,65
g01748,0,0
g01749,1760,1696
g01750,100,135
g01751,62,70
g01752,116,99
g01753,0,0
g01754,1,0
g01755,0,0
g01756,2,0
g01757,94,79
g01758,2,2
g01759,166,151
g01760,379,422
g01761,1,0
g01762,535,608
g01763,0,0
g01764,0,0
g01765,60,77
g01766,16,13
g01767,360,378
g01768,14,8
g01769,43,57
g01770,0,0
g01771,6,12
g01772,213,242
g01773,285,310
g01774,27,22
g01775,49,74
g01776,733,931
g01777,2,8
g01778,207,227
g01779,50,70
g01780,5772,5218
g01781,877,897
g01782,1,3
g01783,1,1
g01784,238,270
g01785,1452,1423
g01786,8,12
g01787,31,50
g01788,118,114
g01789,276,311
g01790,1,0
g01791,0,0
g01792,0,0
g01793,4,11
g01794,597,626
g01795,1392,1435
g01796,3788,3650
g01797,53,58
g01798,638,578
g01799,1,0
g01800,316,309
g01801,447,447
g01802,952,956
g01803,2027,2172
g01804,0,0
g01805,9,8
g01806,685,747
g01807,1055,1130
g01808,376,355
g01809,82,61
g01810,684,669
g01811,396,454
g01812,175,171
g01813,239,307
g01814,202,223
g01815,7285,7266
g01816,25,19
g01817,277,249
g01818,1,3
g01819,253,230
g01820,527,587
g01821,57,62
g01822,1,0
g01823,0,0
g01824,51,68
g01825,2589,2382
g01826,4,7
g01827,723,742
g01828,84,102
g01829,6,0
g01830,478,511
g01831,4,4
g01832,368,353
g01833,34,55
g01834,288,286
g01835,0,0
g01836,779,613
g01837,2162,2199
g01838,341,293
g01839,117,151
g01840,418,389
g01841,1,0
g01842,72,78
g01843,4,1
g01844,67,67
g01845,1,0
g01846,140,185
g01847,0,1
g01848,862,821
g01849,11,8
g01850,22,28
g01851,343,327
g01852,46,48
g01853,642,618
g01854,930,915
g01855,468,442
g01856,1247,1125
g01857,236,236
g01858,977,1006
g01859,10,13
g01860,1628,1468
g01861,2,5
g01862,458,445
g01863,295,224
g01864,219,189
g01865,835,797
g01866,466,380
g01867,6,3
g01868,1,1
g01869,0,0
g01870,455,571
g01871,113,77
g01872,803,770
g01873,43,45
g01874,338,346
g01875,47,47
g01876,107,144
g01877,30,39
g01878,95,77
g01879,6,5
g01880,0,0
g01881,1665,1681
g01882,3089,3009
g01883,71,44
g01884,76,75
g01885,577,657
g01886,0,0
g01887,39,38
g01888,105,94
g01889,1089,946
g01890,0,1
g01891,1,0
g01892,4,9
g01893,505,445
g01894,379,379
g01895,52,58
g01896,789,743
g01897,1259,1355
g01898,711,883
g01899,14,22
g01900,22,24
g01901,101,78
g01902,54,43
g01903,1,0
g01904,323,384
g01905,0,0
g01906,361,381
g01907,222,204
g01908,201,141
g01909,374,327
g01910,0,0
g01911,0,0
g01912,0,0
g01913,514,548
g01914,5,3
g01915,10,10
g01916,15,14
g01917,1,0
g01918,173,152
g01919,19,32
g01920,357,346
g01921,1228,1330
g01922,62,73
g01923,1,1
g01924,0,3
g01925,0,1
g01926,480,538
g01927,535,300
g01928,16,23
g01929,3,2
g01930,69,81
g01931,1,3
g01932,797,709
g01933,938,903
g01934,58,41
g01935,65,63
g01936,23,35
g01937,0,0
g01938,27,34
g01939,629,604
g01940,11,22
g01941,791,700
g01942,84,97
g01943,291,295
g01944,316,326
g01945,4,16
g01946,1,0
g01947,0,1
g01948,173,180
g01949,0,0
g01950,0,0
g01951,234,321
g01952,10,19
g01953,36,46
g01954,999,958
g01955,1376,1450
g01956,80,92
g01957,14,17
g01958,109,111
g01959,627,657
g01960,613,484
g01961,41,36
g01962,1,0
g01963,3,1
g01964,12575,12541
g01965,5862,5705
g01966,24447,25555
g01967,134,149
g01968,0,0
g01969,171,154
g01970,2109,2229
g01971,5,4
g01972,1125,1097
g01973,178,177
g01974,16,1
g01975,392,357
g01976,47,42
g01977,1292,1363
g01978,1526,1437
g01979,722,757
g01980,1,0
g01981,12,6
g01982,18,12
g01983,5,12
g01984,6,7
g01985,11,8
g01986,6,9
g01987,6,1
g01988,29,20
g01989,1,4
g01990,13,6
g01991,3,4
g01992,7,3
g01993,4,3
g01994,1,2
g01995,8,8
g01996,2,2
g01997,0,0
g01998,1,1
g01999,2,2
g02000,4,3
g02001,1,2
g02002,139,84
g02003,2,2
g02004,78,86
g02005,17,35
g02006,131,118
g02007,2639,2635
g02008,0,2
g02009,16,11
g02010,252,203
g02011,309,325
g02012,534,581
g02013,357,362
g02014,959,931
g02015,1708,1750
g02016,1771,1583
g02017,777,699
g02018,438,454
g02019,2,0
g02020,2,0
g02021,696,697
g02022,398,372
g02023,0,0
g02024,3019,2088
g02025,4,2
g02026,5,7
g02027,0,0
g02028,0,0
g02029,0,0
g02030,0,0
g02031,0,0
g02032,1,0
g02033,2,0
g02034,0,0
g02035,613,640
g02036,0,1
g02037,0,0
g02038,0,0
g02039,0,1
g02040,208,171
g02041,682,647
g02042,0,0
g02043,2,4
g02044,63,132
g02045,5,8
g02046,1,1
g02047,24,17
g02048,167,153
g02049,728,681
g02050,13,12
g02051,4611,4628
g02052,12,8
g02053,370,330
g02054,87,81
g02055,722,558
g02056,268,224
g02057,174,138
g02058,22,25
g02059,427,477
g02060,2,2
g02061,146,145
g02062,4217,3587
g02063,884,843
g02064,3,6
g02065,0,1
g02066,0,0
g02067,16,2
g02068,320,313
g02069,333,300
g02070,565,483
g02071,16,25
g02072,318,382
g02073,687,684
g02074,57,47
g02075,1398,1499
g02076,1431,1423
g02077,580,538
g02078,200,197
g02079,563,525
g02080,359,370
g02081,583,524
g02082,771,855
g02083,263,264
g02084,2606,2164
g02085,1038,877
g02086,1147,1067
g02087,372,387
g02088,27,31
g02089,129,132
g02090,711,727
g02091,877,893
g02092,648,696
g02093,1384,1494
g02094,17,31
g02095,3542,3509
g02096,76,104
g02097,258,271
g02098,21,16
g02099,133,92
g02100,341,326
g02101,11,5
g02102,373,367
g02103,379,422
g02104,730,759
g02105,730,759
g02106,1545,1600
g02107,1,0
g02108,1,2
g02109,448,460
g02110,176,201
g02111,617,655
g02112,96,87
g02113,58,53
g02114,479,391
g02115,1580,1628
g02116,557,618
g02117,1791,1829
g02118,564,556
g02119,92,94
g02120,1892,1906
g02121,496,579
g02122,291,298
g02123,292,268
g02124,8,11
g02125,266,295
g02126,469,418
g02127,13,14
g02128,37,51
g02129,12,7
g02130,498,526
g02131,3,7
g02132,481,460
g02133,806,777
g02134,298,304
g02135,115,120
g02136,11,9
g02137,456,515
g02138,1155,1070
g02139,1866,1906
g02140,23,31
g02141,1347,1391
g02142,554,671
g02143,320,331
g02144,34053,36801
g02145,11,9
g02146,3706,4064
g02147,514,493
g02148,89,155
g02149,47,48
g02150,33,60
g02151,139,189
g02152,52,58
g02153,431,413
g02154,549,535
g02155,26,29
g02156,297,258
g02157,801,776
g02158,356,344
g02159,112,114
g02160,0,0
g02161,466,428
g02162,160,185
g02163,106,101
g02164,544,492
g02165,569,615
g02166,13,8
g02167,27,24
g02168,764,726
g02169,18,18
g02170,1158,1090
g02171,24,26
g02172,150,133
g02173,965,1097
g02174,3078,3000
g02175,258,249
g02176,51,40
g02177,27,36
g02178,185,166
g02179,167,153
g02180,1,5
g02181,0,0
g02182,3,6
g02183,3,5
g02184,0,0
g02185,0,0
g02186,3,0
g02187,0,0
g02188,10,6
g02189,2,2
g02190,105,89
g02191,10,13
g02192,84,101
g02193,85,139
g02194,1,0
g02195,25,33
g02196,0,0
g02197,0,0
g02198,56,75
g02199,84,88
g02200,278,373
g02201,526,573
g02202,368,384
g02203,0,1
g02204,1718,1639
g02205,77,50
g02206,318,318
g02207,59,56
g02208,404,349
g02209,787,791
g02210,1114,1050
g02211,720,633
g02212,39,42
g02213,313,365
g02214,2024,2043
g02215,0,0
g02216,240,317
g02217,33,32
g02218,460,418
g02219,2,2
g02220,0,0
g02221,347,344
g02222,10,7
g02223,651,621
g02224,80,109
g02225,384,381
g02226,286,234
g02227,2,0
g02228,0,0
g02229,0,2
g02230,586,550
g02231,528,449
g02232,37,49
g02233,1636,1649
g02234,1763,1466
g02235,268,249
g02236,81,84
g02237,0,0
g02238,1422,1594
g02239,0,2
g02240,0,0
g02241,0,0
g02242,36,25
g02243,7727,6504
g02244,31,30
g02245,189,155
g02246,20,30
g02247,0,0
g02248,0,1
g02249,1,0
g02250,0,2
g02251,0,0
g02252,1213,1360
g02253,5,14
g02254,0,1
g02255,43,34
g02256,218,216
g02257,25,30
g02258,172,182
g02259,205,236
g02260,80,90
g02261,422,427
g02262,21,16
g02263,264,285
g02264,10732,12110
g02265,0,0
g02266,2,4
g02267,491,442
g02268,847,810
g02269,22,20
g02270,5,12
g02271,661,667
g02272,1,0
g02273,2,2
g02274,588,615
g02275,95,94
g02276,520,497
g02277,62,57
g02278,1,0
g02279,988,947
g02280,679,721
g02281,2194,1985
g02282,748,601
g02283,3933,3704
g02284,30,23
g02285,0,0
g02286,2,4
g02287,0,0
g02288,0,0
g02289,0,0
g02290,419,384
g02291,1,1
g02292,21,31
g02293,600,642
g02294,1,1
g02295,502,441
g02296,3,4
g02297,1135,1011
g02298,3143,2481
g02299,1,0
g02300,89,62
g02301,386,360
g02302,208,205
g02303,118,123
g02304,0,1
g02305,6,0
g02306,11,10
g02307,1125,1004
g02308,0,0
g02309,1,0
g02310,537,513
g02311,357,334
g02312,207,222
g02313,215,208
g02314,157,141
g02315,0,0
g02316,854,879
g02317,120,105
g02318,459,523
g02319,336,288
g02320,79,66
g02321,0,0
g02322,101,116
g02323,1,2
g02324,479,414
g02325,173,173
g02326,1520,1588
g02327,0,0
g02328,1193,1302
g02329,0,0
g02330,1687,1452
g02331,0,1
g02332,0,0
g02333,11093,11314
g02334,7888,7606
g02335,0,0
g02336,53,30
g02337,0,7
g02338,1,1
g02339,1,0
g02340,0,0
g02341,1,1
g02342,1862,1837
g02343,130,126
g02344,279,259
g02345,72,53
g02346,1146,1011
g02347,1,0
g02348,1,0
g02349,1,2
g02350,1930,1719
g02351,0,0
g02352,0,0
g02353,0,0
g02354,0,0
g02355,0,0
g02356,0,0
g02357,771,645
g02358,369,263
g02359,182,169
g02360,0,0
g02361,5,22
g02362,0,0
g02363,12,3
g02364,438,428
g02365,5,2
g02366,4,3
g02367,6,13
g02368,0,0
g02369,0,0
g02370,0,0
g02371,0,0
g02372,0,0
g02373,509,444
g02374,30,15
g02375,117,134
g02376,288,303
g02377,0,0
g02378,10,9
g02379,32,51
g02380,17,27
g02381,72,70
g02382,40,32
g02383,230,279
g02384,10,12
g02385,12,11
g02386,2203,2237
g02387,118,119
g02388,34,19
g02389,0,0
g02390,852,786
g02391,7,4
g02392,301,253
g02393,0,0
g02394,322,416
g02395,487,481
g02396,1,0
g02397,1494,1361
g02398,61,58
g02399,1325,1123
g02400,6,5
g02401,99,104
g02402,0,0
g02403,0,1
g02404,516,547
g02405,79,107
g02406,0,0
g02407,0,0
g02408,0,0
g02409,2,0
g02410,2,10
g02411,0,0
g02412,1702,1685
g02413,6,19
g02414,0,0
g02415,29,21
g02416,401,309
g02417,0,0
g02418,425,401
g02419,1,1
g02420,336,301
g02421,226,201
g02422,1729,1898
g02423,285,290
g02424,63,63
g02425,7,10
g02426,7,19
g02427,11,18
g02428,0,1
g02429,692,703
g02430,76,80
g02431,19,24
g02432,6,2
g02433,1763,1667
g02434,50,59
g02435,1,0
g02436,2,5
g02437,275,253
g02438,18,12
g02439,1,1
g02440,0,0
g02441,26,29
g02442,0,1
g02443,0,2
g02444,1009,907
g02445,2862,2586
g02446,487,517
g02447,351,343
g02448,0,0
g02449,312,179
g02450,0,1
g02451,2606,2626
g02452,870,848
g02453,668,750
g02454,61,77
g02455,716,658
g02456,474,504
g02457,777,749
g02458,0,0
g02459,198,213
g02460,0,0
g02461,0,0
g02462,0,0
g02463,0,0
g02464,0,0
g02465,0,0
g02466,0,0
g02467,0,0
g02468,0,0
g02469,397,435
g02470,0,0
g02471,0,0
g02472,0,0
g02473,2058,2175
g02474,0,1
g02475,127,100
g02476,7,10
g02477,288,294
g02478,55,74
g02479,295,236
g02480,22,23
g02481,31,31
g02482,125,114
g02483,64,43
g02484,10,7
g02485,2,1
g02486,0,3
g02487,2,1
g02488,480,505
g02489,25,38
g02490,487,535
g02491,1596,1452
g02492,0,0
g02493,24,31
g02494,1253,1287
g02495,512,459
g02496,525,460
g02497,960,937
g02498,1,1
g02499,44,41
g02500,378,320
g02501,3,3
g02502,9,11
g02503,299,308
g02504,0,1
g02505,80,68
g02506,0,4
g02507,109,114
g02508,2,3
g02509,1676,1749
g02510,1327,1222
g02511,2,0
g02512,19,23
g02513,0,0
g02514,0,2
g02515,147,161
g02516,1155,1188
g02517,45,51
g02518,2946,2993
g02519,1,0
g02520,188,201
g02521,43,40
g02522,211,168
g02523,23,21
g02524,137,132
g02525,8,14
g02526,162,147
g02527,2633,2185
g02528,899,796
g02529,24,33
g02530,57,50
g02531,1568,1713
g02532,188,150
g02533,15,24
g02534,776,828
g02535,861,851
g02536,68,88
g02537,472,463
g02538,57,76
g02539,1553,1640
g02540,260,259
g02541,151,166
g02542,870,858
g02543,69,49
g02544,1541,1294
g02545,0,0
g02546,1,1
g02547,619,689
g02548,168,195
g02549,2372,2092
g02550,939,807
g02551,17,21
g02552,5586,6956
g02553,1155,1205
g02554,718,727
g02555,7,15
g02556,317,307
g02557,21,10
g02558,1,0
g02559,205,242
g02560,54,24
g02561,274,236
g02562,344,316
g02563,6,1
g02564,3,0
g02565,0,0
g02566,3,3
g02567,0,0
g02568,1499,1327
g02569,0,1
g02570,367,337
g02571,979,973
g02572,483,491
g02573,242,251
g02574,13604,13217
g02575,2,1
g02576,1245,1119
g02577,1018,1077
g02578,39,31
g02579,169,170
g02580,3,2
g02581,516,492
g02582,5,9
g02583,2,1
g02584,262,218
g02585,11,6
g02586,673,618
g02587,683,725
g02588,3614,3192
g02589,163,172
g02590,497,531
g02591,10,8
g02592,285,241
g02593,739,625
g02594,2080,1986
g02595,999,1038
g02596,119,87
g02597,33,36
g02598,1680,1719
g02599,137,128
g02600,3778,3754
g02601,2427,1860
g02602,1138,1122
g02603,0,1
g02604,3320,3086
g02605,12,14
g02606,169,150
g02607,634,632
g02608,697,674
g02609,605,711
g02610,741,671
g02611,304,238
g02612,320,355
g02613,302,351
g02614,985,918
g02615,505,466
g02616,88,78
g02617,93,93
g02618,1207,1126
g02619,50,57
g02620,339,379
g02621,536,626
g02622,1,7
g02623,0,0
g02624,0,1
g02625,0,0
g02626,0,0
g02627,0,0
g02628,0,0
g02629,0,0
g02630,0,0
g02631,0,0
g02632,0,0
g02633,0,0
g02634,0,0
g02635,0,0
g02636,0,0
g02637,0,0
g02638,0,0
g02639,0,0
g02640,0,0
g02641,0,0
g02642,0,0
g02643,0,0
g02644,0,0
g02645,0,0
g02646,0,0
g02647,0,0
g02648,0,0
g02649,0,0
g02650,0,0
g02651,0,0
g02652,0,0
g02653,0,0
g02654,0,0
g02655,0,0
g02656,0,0
g02657,2,0
g02658,0,0
g02659,0,0
g02660,0,0
g02661,0,1
g02662,0,0
g02663,0,0
g02664,0,0
g02665,0,0
g02666,0,0
g02667,0,0
g02668,0,0
g02669,0,0
g02670,0,0
g02671,0,0
g02672,0,0
g02673,0,0
g02674,0,0
g02675,0,0
g02676,0,0
g02677,0,0
g02678,0,0
g02679,0,0
g02680,0,0
g02681,0,0
g02682,2,4
g02683,57,60
g02684,0,5
g02685,0,0
g02686,0,1
g02687,1,3
g02688,1,0
g02689,81,114
g02690,213,227
g02691,795,713
g02692,659,682
g02693,450,454
g02694,146,120
g02695,34,29
g02696,114,144
g02697,2285,2137
g02698,499,456
g02699,88,71
g02700,73,76
g02701,12,8
g02702,465,413
g02703,1232,1225
g02704,2044,2073
g02705,771,810
g02706,9,15
g02707,12,4
g02708,210,151
g02709,211,257
g02710,550,621
g02711,637,579
g02712,45,68
g02713,731,762
g02714,23,32
g02715,0,0
g02716,14,21
g02717,1,1
g02718,39,30
g02719,111,127
g02720,305,333
g02721,9,6
g02722,357,363
g02723,1382,1191
g02724,645,592
g02725,187,183
g02726,6,3
g02727,15,34
g02728,2,1
g02729,1629,1637
g02730,0,0
g02731,659,501
g02732,1150,1126
g02733,116,136
g02734,3,3
g02735,1273,1200
g02736,133,124
g02737,413,394
g02738,11,2
g02739,966,888
g02740,32,18
g02741,328,323
g02742,19,16
g02743,3321,3002
g02744,179,146
g02745,130,161
g02746,1401,1411
g02747,527,530
g02748,1279,1259
g02749,302,322
g02750,2,2
g02751,6,1
g02752,437,431
g02753,521,560
g02754,90,87
g02755,949,930
g02756,2349,2286
g02757,138,123
g02758,1201,1228
g02759,506,462
g02760,32,36
g02761,9,10
g02762,1378,1344
g02763,427,427
g02764,93,75
g02765,955,809
g02766,9,7
g02767,35,18
g02768,617,631
g02769,53,54
g02770,477,430
g02771,3160,2661
g02772,367,356
g02773,392,326
g02774,831,854
g02775,2252,2476
g02776,128,125
g02777,24,20
g02778,65,68
g02779,471,473
g02780,45,55
g02781,444,416
g02782,11,8
g02783,2,1
g02784,2,5
g02785,29,40
g02786,0,0
g02787,1,1
g02788,169,218
g02789,1,0
g02790,2,4
g02791,1781,2346
g02792,0,0
g02793,1850,1733
g02794,2,7
g02795,221,215
g02796,1,5
g02797,271,234
g02798,46,53
g02799,15,8
g02800,68,68
g02801,9,10
g02802,6,7
g02803,2,1
g02804,125,118
g02805,392,365
g02806,232,247
g02807,8,7
g02808,9478,10517
g02809,1370,1204
g02810,110,82
g02811,1,0
g02812,0,0
g02813,20,22
g02814,15,14
g02815,0,1
g02816,1400,1412
g02817,164,146
g02818,25,40
g02819,44,31
g02820,278,297
g02821,170,233
g02822,772,661
g02823,292,294
g02824,165,153
g02825,233,246
g02826,139,158
g02827,0,0
g02828,742,749
g02829,29,35
g02830,2,2
g02831,1,0
g02832,231,219
g02833,1154,972
g02834,1722,1797
g02835,810,804
g02836,424,469
g02837,660,619
g02838,1075,1077
g02839,1550,1574
g02840,1423,1325
g02841,833,902
g02842,1226,1184
g02843,4,4
g02844,0,0
g02845,1825,1712
g02846,101,103
g02847,1,0
g02848,758,772
g02849,74,76
g02850,254,236
g02851,280,303
g02852,139,144
g02853,1882,1893
g02854,18,12
g02855,2,3
g02856,2654,2566
g02857,3054,3048
g02858,807,807
g02859,76,64
g02860,0,0
g02861,0,2
g02862,261,325
g02863,600,531
g02864,478,447
g02865,84,66
g02866,307,310
g02867,2,2
g02868,601,535
g02869,2,0
g02870,0,2
g02871,0,0
g02872,7,4
g02873,121,136
g02874,116,137
g02875,0,0
g02876,28,30
g02877,1,0
g02878,0,0
g02879,0,0
g02880,0,0
g02881,570,948
g02882,420,407
g02883,1565,1525
g02884,224,242
g02885,1016,920
g02886,109,106
g02887,380,345
g02888,32,32
g02889,12,7
g02890,2976,3244
g02891,136,159
g02892,4,4
g02893,8710,9576
g02894,1,0
g02895,19,32
g02896,2426,2333
g02897,8,8
g02898,216,222
g02899,203,194
g02900,86,75
g02901,79,129
g02902,566,569
g02903,458,432
g02904,1,2
g02905,59,87
g02906,18,23
g02907,2,2
g02908,2,1
g02909,166,133
g02910,1008,1034
g02911,217,193
g02912,259,248
g02913,3304,2254
g02914,49,31
g02915,3305,2255
g02916,1,0
g02917,2031,1393
g02918,1,0
g02919,1141,1201
g02920,722,700
g02921,3,4
g02922,586,543
g02923,1158,1136
g02924,0,0
g02925,11,17
g02926,2358,2325
g02927,34,22
g02928,3,4
g02929,128,104
g02930,108,92
g02931,2,4
g02932,12,16
g02933,12,10
g02934,273,239
g02935,2,0
g02936,361,294
g02937,17,17
g02938,312,250
g02939,1166,1157
g02940,2,0
g02941,1644,1765
g02942,0,0
g02943,0,3
g02944,1189,1137
g02945,187,159
g02946,24,20
g02947,657,603
g02948,0,0
g02949,477,528
g02950,655,602
g02951,305,294
g02952,2332,2321
g02953,4,7
g02954,10,11
g02955,0,0
g02956,37,36
g02957,8,8
g02958,292,271
g02959,0,0
g02960,164,131
g02961,654,650
g02962,736,656
g02963,85,65
g02964,7,5
g02965,436,458
g02966,334,357
g02967,7,6
g02968,0,0
g02969,143,141
g02970,1081,1021
g02971,682,665
g02972,1,1
g02973,0,0
g02974,1306,1396
g02975,245,263
g02976,121,114
g02977,20,14
g02978,664,603
g02979,851,679
g02980,296,258
g02981,824,654
g02982,95,57
g02983,1,7
g02984,2,0
g02985,136,122
g02986,27,28
g02987,1,0
g02988,0,0
g02989,0,0
g02990,0,0
g02991,0,0
g02992,0,0
g02993,1,4
g02994,1,2
g02995,6,4
g02996,250,282
g02997,7542,8677
g02998,14160,15750
g02999,30,31
g03000,6,1
g03001,781,778
g03002,86,114
g03003,53,64
g03004,60,71
g03005,7,5
g03006,0,4
g03007,3,5
g03008,2,0
g03009,0,0
g03010,2,3
g03011,0,0
g03012,14,12
g03013,2,3
g03014,0,0
g03015,0,0
g03016,116,126
g03017,780,852
g03018,871,894
g03019,2,0
g03020,0,0
g03021,0,1
g03022,0,0
g03023,0,0
g03024,0,0
g03025,0,0
g03026,0,0
g03027,0,0
g03028,0,0
g03029,0,0
g03030,0,0
g03031,0,0
g03032,0,0
g03033,0,0
g03034,245,191
g03035,5,2
g03036,691,725
g03037,4,4
g03038,201,394
g03039,603,590
g03040,4,7
g03041,416,419
g03042,1,0
g03043,1313,1170
g03044,111,114
g03045,1481,1617
g03046,229,230
g03047,11,18
g03048,357,418
g03049,5257,5086
g03050,0,0
g03051,4368,3906
g03052,443,433
g03053,1085,1213
g03054,447,499
g03055,10,15
g03056,85,78
g03057,49,32
g03058,66,78
g03059,17,6
g03060,3,0
g03061,0,0
g03062,0,0
g03063,0,0
g03064,0,0
g03065,0,0
g03066,40,64
g03067,0,0
g03068,0,0
g03069,1,1
g03070,607,592
g03071,1030,1038
g03072,225,231
g03073,4786,4641
g03074,630,563
g03075,464,447
g03076,461,453
g03077,138,123
g03078,99,110
g03079,499,569
g03080,595,619
g03081,288,318
g03082,159,172
g03083,470,439
g03084,588,623
g03085,80,121
g03086,3343,3396
g03087,5,4
g03088,0,0
g03089,1,2
g03090,0,0
g03091,1485,1551
g03092,127,147
g03093,12,9
g03094,2580,2262
g03095,1469,1361
g03096,7,11
g03097,0,1
g03098,2495,2367
g03099,28,19
g03100,3803,3980
g03101,9,4
g03102,374,162
g03103,11,12
g03104,1,0
g03105,12,9
g03106,0,0
g03107,4,2
g03108,1,0
g03109,2426,2366
g03110,1,2
g03111,601,603
g03112,12,5
g03113,1,2
g03114,684,629
g03115,0,1
g03116,151,133
g03117,2,0
g03118,105,124
g03119,63,64
g03120,527,409
g03121,521,544
g03122,1701,1758
g03123,0,1
g03124,0,1
g03125,0,0
g03126,37,35
g03127,12,3
g03128,0,0
g03129,861,1003
g03130,1052,1080
g03131,602,583
g03132,0,0
g03133,34,46
g03134,1025,955
g03135,127,132
g03136,251,268
g03137,4362,4438
g03138,74,76
g03139,51,62
g03140,2346,1769
g03141,2,1
g03142,5,1
g03143,0,0
g03144,0,1
g03145,351,288
g03146,1119,954
g03147,13452,13443
g03148,34948,33995
g03149,889,806
g03150,1749,1603
g03151,10,6
g03152,0,0
g03153,0,1
g03154,8,8
g03155,786,900
g03156,743,685
g03157,391,395
g03158,11,9
g03159,232,253
g03160,0,0
g03161,1554,1532
g03162,27,32
g03163,0,0
g03164,500,493
g03165,610,624
g03166,118,89
g03167,10,3
g03168,226,218
g03169,184,207
g03170,345,284
g03171,448,372
g03172,610,580
g03173,516,514
g03174,0,0
g03175,2,0
g03176,0,0
g03177,0,0
g03178,0,0
g03179,0,0
g03180,0,0
g03181,0,0
g03182,0,0
g03183,0,0
g03184,0,1
g03185,0,0
g03186,0,0
g03187,0,0
g03188,0,1
g03189,0,0
g03190,2,0
g03191,0,0
g03192,0,0
g03193,0,0
g03194,0,0
g03195,0,1
g03196,0,0
g03197,1,0
g03198,0,0
g03199,2,4
g03200,1,0
g03201,0,0
g03202,0,1
g03203,148,144
g03204,116,122
g03205,261,255
g03206,0,0
g03207,1923,1998
g03208,227,192
g03209,143,145
g03210,2087,1970
g03211,7,8
g03212,21,22
g03213,393,377
g03214,1206,1618
g03215,6,20
g03216,98,127
g03217,4,1
g03218,13,13
g03219,340,286
g03220,185,154
g03221,281,217
g03222,174,140
g03223,2204,1943
g03224,115,99
g03225,52,63
g03226,2,0
g03227,512,513
g03228,307,342
g03229,137,161
g03230,449,418
g03231,212,195
g03232,17,7
g03233,0,0
g03234,0,0
g03235,0,0
g03236,3150,3231
g03237,39,33
g03238,8,10
g03239,479,525
g03240,119,103
g03241,926,926
g03242,127,152
g03243,2,2
g03244,325,336
g03245,11,3
g03246,10,28
g03247,681,698
g03248,37,29
g03249,1135,1042
g03250,945,1063
g03251,20,40
g03252,347,319
g03253,836,792
g03254,641,599
g03255,10,9
g03256,1229,1219
g03257,0,0
g03258,734,734
g03259,1655,1729
g03260,263,249
g03261,0,1
g03262,313,273
g03263,587,598
g03264,389,347
g03265,0,1
g03266,200,194
g03267,444,434
g03268,468,415
g03269,30,27
g03270,554,490
g03271,457,387
g03272,8,2
g03273,2517,2450
g03274,3,4
g03275,442,425
g03276,81,74
g03277,3,2
g03278,36,29
g03279,1,1
g03280,8,13
g03281,1989,2030
g03282,480,438
g03283,3,1
g03284,83,100
g03285,717,700
g03286,299,251
g03287,78,103
g03288,825,821
g03289,105,95
g03290,1021,1192
g03291,422,455
g03292,288,298
g03293,58,41
g03294,98,96
g03295,35,38
g03296,241,306
g03297,3226,3219
g03298,78,59
g03299,143,137
g03300,3,10
g03301,1053,869
g03302,1052,868
g03303,250,175
g03304,49,33
g03305,400,457
g03306,11,10
g03307,13,10
g03308,4,6
g03309,289,327
g03310,202,172
g03311,99,131
g03312,98,121
g03313,546,520
g03314,16,5
g03315,286,287
g03316,1,2
g03317,1,1
g03318,1947,1903
g03319,231,326
g03320,152,169
g03321,45,63
g03322,46,49
g03323,64,79
g03324,460,427
g03325,75,73
g03326,23,24
g03327,2,0
g03328,1720,1707
g03329,3,3
g03330,234,215
g03331,11,10
g03332,7,1
g03333,0,0
g03334,21,15
g03335,14,13
g03336,80,77
g03337,237,190
g03338,32982,35368
g03339,9,8
