,wt_E15.5_f5,wt_E15.5_f4
g13662,0,0
g13663,0,0
g13664,0,0
g13665,0,0
g13666,1,0
g13667,0,0
g13668,0,0
g13669,0,0
g13670,0,0
g13671,0,0
g13672,1,0
g13673,0,0
g13674,0,1
g13675,0,0
g13676,0,0
g13677,0,0
g13678,0,0
g13679,0,0
g13680,0,0
g13681,0,1
g13682,0,0
g13683,84,81
g13684,0,0
g13685,556,571
g13686,820,857
g13687,284,254
g13688,345,349
g13689,290,342
g13690,20,19
g13691,137,134
g13692,10,10
g13693,98,149
g13694,0,0
g13695,121,150
g13696,1,3
g13697,56,39
g13698,0,1
g13699,4,1
g13700,543,470
g13701,1,0
g13702,9,9
g13703,2,3
g13704,12409,10712
g13705,63,64
g13706,1572,1384
g13707,223,229
g13708,261,274
g13709,0,0
g13710,6,4
g13711,159,126
g13712,1,0
g13713,580,582
g13714,34,32
g13715,8,11
g13716,5,6
g13717,0,0
g13718,3,2
g13719,0,0
g13720,1105,1202
g13721,7,6
g13722,89,75
g13723,118,128
g13724,0,1
g13725,0,2
g13726,1562,1949
g13727,2,0
g13728,5,6
g13729,2,0
g13730,489,423
g13731,393,500
g13732,483,547
g13733,1942,2036
g13734,466,447
g13735,24,19
g13736,178,243
g13737,281,300
g13738,292,355
g13739,5,11
g13740,6,4
g13741,661,618
g13742,724,695
g13743,261,324
g13744,296,305
g13745,135,142
g13746,196,233
g13747,1084,818
g13748,179,148
g13749,508,571
g13750,91,94
g13751,122,131
g13752,132,201
g13753,267,247
g13754,4,2
g13755,486,542
g13756,299,396
g13757,39,48
g13758,352,337
g13759,7,11
g13760,108,115
g13761,18,25
g13762,4,4
g13763,827,810
g13764,1,1
g13765,662,806
g13766,158,220
g13767,514,473
g13768,113,126
g13769,1155,1287
g13770,155,160
g13771,0,1
g13772,793,751
g13773,16,7
g13774,2,0
g13775,520,494
g13776,887,940
g13777,3180,3196
g13778,921,844
g13779,197,240
g13780,350,384
g13781,101,131
g13782,866,1002
g13783,412,371
g13784,5,10
g13785,1028,1047
g13786,706,846
g13787,760,962
g13788,172,200
g13789,18,14
g13790,234,216
g13791,3662,3628
g13792,688,784
g13793,130,145
g13794,186,198
g13795,478,516
g13796,529,552
g13797,26,25
g13798,723,777
g13799,82,75
g13800,182,240
g13801,8,27
g13802,9,13
g13803,0,0
g13804,113,114
g13805,157,143
g13806,286,343
g13807,523,510
g13808,1406,1339
g13809,228,239
g13810,281,263
g13811,549,646
g13812,1,1
g13813,34,39
g13814,2034,2408
g13815,102,86
g13816,516,664
g13817,361,442
g13818,836,864
g13819,46,36
g13820,180,151
g13821,374,335
g13822,13,21
g13823,777,923
g13824,2,1
g13825,979,1015
g13826,109,101
g13827,811,861
g13828,1,2
g13829,1100,1681
g13830,1,1
g13831,0,0
g13832,1,4
g13833,175,184
g13834,3,1
g13835,0,0
g13836,45,50
g13837,39,39
g13838,87,90
g13839,3,6
g13840,1,2
g13841,1,0
g13842,675,793
g13843,113,107
g13844,1,0
g13845,1,0
g13846,999,1120
g13847,225,245
g13848,43,107
g13849,2,0
g13850,1,2
g13851,1837,1326
g13852,318,318
g13853,636,602
g13854,0,0
g13855,0,0
g13856,1,0
g13857,0,0
g13858,579,680
g13859,4246,11413
g13860,591,545
g13861,51,63
g13862,1762,1956
g13863,1013,1067
g13864,1386,1503
g13865,332,362
g13866,1,2
g13867,87,118
g13868,100,117
g13869,17,14
g13870,0,2
g13871,2370,3676
g13872,322,313
g13873,1111,1016
g13874,9,3
g13875,1662,1702
g13876,921,994
g13877,566,574
g13878,136,148
g13879,916,839
g13880,397,382
g13881,9,8
g13882,4271,4086
g13883,419,420
g13884,967,1217
g13885,1384,1553
g13886,42,46
g13887,4,1
g13888,5,5
g13889,61,58
g13890,104,104
g13891,40,45
g13892,980,866
g13893,127,126
g13894,293,330
g13895,43,39
g13896,1839,2140
g13897,7,2
g13898,769,730
g13899,207,206
g13900,153,170
g13901,790,775
g13902,0,3
g13903,0,0
g13904,228,202
g13905,57,73
g13906,0,0
g13907,0,1
g13908,3322,3294
g13909,147,208
g13910,567,681
g13911,21,24
g13912,62,65
g13913,158,166
g13914,4,5
g13915,8,9
g13916,651,671
g13917,764,672
g13918,237,218
g13919,0,0
g13920,673,640
g13921,0,0
g13922,1129,1000
g13923,8,5
g13924,12,6
g13925,1,0
g13926,0,0
g13927,0,0
g13928,11,19
g13929,655,965
g13930,0,0
g13931,92,102
g13932,406,425
g13933,821,758
g13934,0,0
g13935,0,1
g13936,1626,1930
g13937,2,2
g13938,1227,1203
g13939,0,0
g13940,2,2
g13941,1190,1242
g13942,65,63
g13943,574,620
g13944,3,0
g13945,7,8
g13946,279,380
g13947,785,810
g13948,1427,1577
g13949,264,225
g13950,377,466
g13951,0,0
g13952,0,0
g13953,256,214
g13954,290,245
g13955,173,206
g13956,287,375
g13957,156,238
g13958,56,83
g13959,50,48
g13960,713,830
g13961,43,23
g13962,56,44
g13963,1194,1160
g13964,61,67
g13965,453,573
g13966,34,69
g13967,403,393
g13968,355,362
g13969,98,124
g13970,1462,1735
g13971,426,475
g13972,79,88
g13973,430,403
g13974,787,850
g13975,0,0
g13976,292,284
g13977,377,377
g13978,41,43
g13979,0,0
g13980,0,0
g13981,666,803
g13982,616,541
g13983,624,773
g13984,53,60
g13985,401,415
g13986,102,121
g13987,863,923
g13988,898,984
g13989,37,37
g13990,0,0
g13991,0,0
g13992,0,0
g13993,701,693
g13994,0,1
g13995,57,55
g13996,1,4
g13997,310,324
g13998,164,149
g13999,313,414
g14000,9,11
g14001,510,471
g14002,54,77
g14003,0,0
g14004,0,0
g14005,378,469
g14006,183,165
g14007,13,10
g14008,0,0
g14009,127,157
g14010,3,5
g14011,11,14
g14012,0,1
g14013,2,9
g14014,6,1
g14015,296,264
g14016,110,125
g14017,2180,2055
g14018,424,466
g14019,0,0
g14020,680,730
g14021,267,261
g14022,157,181
g14023,488,442
g14024,138,144
g14025,0,0
g14026,67,79
g14027,984,786
g14028,7,4
g14029,58,58
g14030,625,654
g14031,400,433
g14032,0,2
g14033,19,33
g14034,90,133
g14035,15,14
g14036,33,42
g14037,0,0
g14038,3412,3589
g14039,3152,3560
g14040,0,0
g14041,0,1
g14042,2023,2287
g14043,77,89
g14044,161,169
g14045,37,45
g14046,57,65
g14047,647,673
g14048,8,6
g14049,0,2
g14050,16,12
g14051,337,407
g14052,239,197
g14053,984,966
g14054,33,37
g14055,152,149
g14056,0,0
g14057,74,105
g14058,6,7
g14059,25,19
g14060,706,797
g14061,217,243
g14062,531,481
g14063,0,0
g14064,0,0
g14065,0,5
g14066,337,301
g14067,1,6
g14068,0,0
g14069,238,285
g14070,1574,1616
g14071,0,0
g14072,2,1
g14073,4,2
g14074,1,0
g14075,17,16
g14076,0,1
g14077,0,0
g14078,52,44
g14079,499,464
g14080,1836,1727
g14081,290,311
g14082,616,623
g14083,106,140
g14084,0,0
g14085,0,0
g14086,1,3
g14087,0,0
g14088,0,0
g14089,0,0
g14090,0,0
g14091,0,0
g14092,639,708
g14093,1628,1785
g14094,0,0
g14095,0,0
g14096,2,1
g14097,32,68
g14098,185,187
g14099,0,0
g14100,83,92
g14101,2,2
g14102,0,3
g14103,13,17
g14104,70,79
g14105,0,0
g14106,38,48
g14107,369,467
g14108,24,25
g14109,168,190
g14110,7,2
g14111,0,0
g14112,395,465
g14113,1963,2449
g14114,762,868
g14115,163,174
g14116,203,211
g14117,2,1
g14118,0,0
g14119,0,0
g14120,0,0
g14121,0,0
g14122,0,0
g14123,0,0
g14124,1,2
g14125,666,713
g14126,774,706
g14127,24,32
g14128,10,15
g14129,0,0
g14130,0,1
g14131,4,5
g14132,316,336
g14133,2,0
g14134,2,2
g14135,1,4
g14136,0,0
g14137,152,134
g14138,136,175
g14139,0,1
g14140,57,79
g14141,20,39
g14142,1002,1039
g14143,585,581
g14144,898,974
g14145,23,21
g14146,0,0
g14147,0,0
g14148,419,468
g14149,341,429
g14150,7,4
g14151,0,1
g14152,0,0
g14153,0,0
g14154,0,0
g14155,0,0
g14156,0,0
g14157,0,0
g14158,0,0
g14159,0,0
g14160,0,0
g14161,0,2
g14162,20,25
g14163,1571,1675
g14164,128,111
g14165,1204,1056
g14166,97,103
g14167,430,507
g14168,2012,1817
g14169,72,99
g14170,14,21
g14171,2,2
g14172,2,5
g14173,376,429
g14174,0,0
g14175,78,77
g14176,104,111
g14177,1369,1361
g14178,1,0
g14179,51,46
g14180,776,642
g14181,908,1100
g14182,442,474
g14183,48,52
g14184,1032,922
g14185,220,206
g14186,405,384
g14187,154,158
g14188,1976,1890
g14189,1,1
g14190,0,0
g14191,0,0
g14192,2,3
g14193,0,0
g14194,0,0
g14195,0,0
g14196,1,0
g14197,0,0
g14198,0,0
g14199,2,0
g14200,0,0
g14201,1,2
g14202,0,0
g14203,0,0
g14204,130,211
g14205,134,192
g14206,567,547
g14207,42,50
g14208,7,19
g14209,28,33
g14210,391,326
g14211,247,312
g14212,68,77
g14213,9,13
g14214,1569,1617
g14215,2,0
g14216,2875,2984
g14217,953,955
g14218,35,41
g14219,104,100
g14220,2,5
g14221,1580,1688
g14222,1336,1319
g14223,392,466
g14224,398,350
g14225,1,1
g14226,348,338
g14227,788,641
g14228,36,20
g14229,122,179
g14230,9,9
g14231,162,193
g14232,709,575
g14233,4,0
g14234,1615,1652
g14235,311,327
g14236,74,69
g14237,21,22
g14238,89,77
g14239,858,1009
g14240,88,77
g14241,328,407
g14242,0,1
g14243,1202,1104
g14244,8,8
g14245,1010,1044
g14246,0,0
g14247,8,23
g14248,1144,1201
g14249,1013,1062
g14250,480,439
g14251,624,595
g14252,4215,4570
g14253,657,620
g14254,516,739
g14255,48,61
g14256,461,493
g14257,966,978
g14258,456,392
g14259,0,0
g14260,636,552
g14261,13,10
g14262,779,770
g14263,61,52
g14264,292,278
g14265,74,78
g14266,31,19
g14267,627,739
g14268,316,367
g14269,569,551
g14270,306,301
g14271,1101,1194
g14272,1,0
g14273,307,345
g14274,1,0
g14275,735,714
g14276,3,1
g14277,123,134
g14278,3755,4225
g14279,789,950
g14280,0,2
g14281,233,248
g14282,683,751
g14283,0,0
g14284,310,349
g14285,539,454
g14286,622,625
g14287,2,3
g14288,639,556
g14289,586,553
g14290,2,14
g14291,322,369
g14292,90,99
g14293,0,0
g14294,1,2
g14295,51,73
g14296,416,437
g14297,46,28
g14298,1698,1608
g14299,6,11
g14300,172,219
g14301,1,0
g14302,1,1
g14303,206,226
g14304,10,3
g14305,197,171
g14306,466,502
g14307,280,291
g14308,1,0
g14309,0,0
g14310,9,6
g14311,363,376
g14312,2705,2004
g14313,159,108
g14314,1733,1775
g14315,522,537
g14316,128,141
g14317,826,790
g14318,171,135
g14319,2307,2041
g14320,0,1
g14321,17,25
g14322,0,0
g14323,1,0
g14324,2,1
g14325,3163,3137
g14326,214,193
g14327,4,2
g14328,0,0
g14329,213,189
g14330,62,57
g14331,211,208
g14332,0,0
g14333,0,0
g14334,23,9
g14335,264,285
g14336,63,59
g14337,0,5
g14338,164,160
g14339,5,3
g14340,0,1
g14341,0,0
g14342,1,0
g14343,891,964
g14344,2563,2871
g14345,211,209
g14346,129,152
g14347,573,663
g14348,36,31
g14349,107,116
g14350,0,2
g14351,0,0
g14352,0,1
g14353,1517,1261
g14354,14,10
g14355,462,474
g14356,824,894
g14357,0,4
g14358,128,145
g14359,2,1
g14360,0,1
g14361,0,0
g14362,0,0
g14363,0,0
g14364,0,0
g14365,0,0
g14366,0,0
g14367,0,0
g14368,1,4
g14369,9,17
g14370,2,2
g14371,1340,1574
g14372,346,435
g14373,7,14
g14374,78,63
g14375,413,470
g14376,9,15
g14377,0,0
g14378,0,0
g14379,0,0
g14380,0,0
g14381,0,0
g14382,0,1
g14383,0,0
g14384,0,0
g14385,0,0
g14386,0,0
g14387,0,0
g14388,0,0
g14389,0,0
g14390,245,264
g14391,1118,1064
g14392,2564,3078
g14393,299,353
g14394,154,186
g14395,75,69
g14396,220,199
g14397,1,2
g14398,67,70
g14399,1446,1655
g14400,448,471
g14401,552,567
g14402,853,826
g14403,19,26
g14404,12,8
g14405,63,62
g14406,650,710
g14407,40,38
g14408,0,0
g14409,10,8
g14410,1,0
g14411,385,489
g14412,757,885
g14413,19,13
g14414,507,520
g14415,0,2
g14416,8,21
g14417,147,174
g14418,90,144
g14419,14,22
g14420,1102,852
g14421,1193,1115
g14422,2111,2469
g14423,0,0
g14424,1,1
g14425,371,379
g14426,48,59
g14427,867,874
g14428,1924,1703
g14429,711,595
g14430,980,996
g14431,455,481
g14432,428,498
g14433,15,12
g14434,99,133
g14435,152,250
g14436,444,458
g14437,446,445
g14438,175,178
g14439,713,654
g14440,178,148
g14441,79,63
g14442,334,304
g14443,721,935
g14444,8,5
g14445,642,695
g14446,89,99
g14447,69,60
g14448,1,5
g14449,1353,1311
g14450,261,287
g14451,155,161
g14452,2,1
g14453,127,153
g14454,0,0
g14455,1146,1337
g14456,2,3
g14457,232,260
g14458,378,394
g14459,0,0
g14460,0,0
g14461,189,244
g14462,3,0
g14463,1,0
g14464,773,890
g14465,2,3
g14466,6,6
g14467,1,1
g14468,0,1
g14469,115,145
g14470,6,10
g14471,0,0
g14472,47,55
g14473,0,0
g14474,2,2
g14475,0,0
g14476,161,175
g14477,664,694
g14478,458,463
g14479,8,14
g14480,792,859
g14481,38,32
g14482,3,1
g14483,418,398
g14484,683,819
g14485,59,37
g14486,624,538
g14487,127,122
g14488,201,201
g14489,3,0
g14490,0,0
g14491,0,0
g14492,0,0
g14493,1,2
g14494,1,4
g14495,178,178
g14496,0,0
g14497,2,0
g14498,174,180
g14499,619,729
g14500,0,0
g14501,1001,1123
g14502,1297,1224
g14503,516,688
g14504,1,0
g14505,201,219
g14506,1,0
g14507,2,0
g14508,516,513
g14509,17100,18587
g14510,919,912
g14511,1235,1541
g14512,12,10
g14513,633,639
g14514,788,898
g14515,13,11
g14516,183,174
g14517,0,2
g14518,2,3
g14519,22,28
g14520,7,6
g14521,0,1
g14522,0,0
g14523,0,0
g14524,0,0
g14525,0,0
g14526,0,0
g14527,0,0
g14528,0,0
g14529,0,0
g14530,0,0
g14531,0,0
g14532,0,0
g14533,0,0
g14534,0,0
g14535,0,0
g14536,0,0
g14537,0,0
g14538,0,0
g14539,0,0
g14540,0,0
g14541,31,11
g14542,6,8
g14543,0,0
g14544,0,0
g14545,2,1
g14546,57,22
g14547,20,13
g14548,0,0
g14549,9,0
g14550,75,40
g14551,0,1
g14552,63,30
g14553,206,89
g14554,53,44
g14555,4,3
g14556,14,6
g14557,149,151
g14558,66,69
g14559,25,26
g14560,0,0
g14561,121,155
g14562,267,270
g14563,25,25
g14564,661,737
g14565,1329,1340
g14566,175,212
g14567,126,170
g14568,1,0
g14569,505,540
g14570,122,144
g14571,2240,1969
g14572,1191,1263
g14573,14,13
g14574,298,293
g14575,89,83
g14576,4,0
g14577,0,0
g14578,17,16
g14579,88,117
g14580,1,2
g14581,1,0
g14582,11,14
g14583,60,41
g14584,156,188
g14585,648,727
g14586,62,83
g14587,25,37
g14588,2385,2329
g14589,717,690
g14590,25,28
g14591,0,0
g14592,0,0
g14593,118,119
g14594,0,0
g14595,565,550
g14596,0,3
g14597,20,18
g14598,1101,1299
g14599,162,168
g14600,36,43
g14601,4,6
g14602,10,13
g14603,168,203
g14604,72,80
g14605,6,10
g14606,2,2
g14607,236,218
g14608,359,311
g14609,3,5
g14610,7,9
g14611,692,666
g14612,230,262
g14613,553,530
g14614,336,348
g14615,164,147
g14616,65,86
g14617,7,2
g14618,963,1081
g14619,1749,1721
g14620,250,269
g14621,106,94
g14622,976,933
g14623,104,115
g14624,1168,980
g14625,368,292
g14626,92,75
g14627,318,288
g14628,4,3
g14629,2,2
g14630,3,1
g14631,306,340
g14632,381,412
g14633,0,0
g14634,0,0
g14635,1,1
g14636,4,4
g14637,4,10
g14638,1079,1183
g14639,271,296
g14640,0,2
g14641,565,678
g14642,251,254
g14643,2,4
g14644,2,2
g14645,0,0
g14646,0,0
g14647,1,2
g14648,296,276
g14649,123,125
g14650,205,214
g14651,29,23
g14652,429,431
g14653,1,1
g14654,330,406
g14655,33,21
g14656,2381,2062
g14657,384,323
g14658,2964,3193
g14659,3289,3525
g14660,9,11
g14661,0,0
g14662,0,0
g14663,292,350
g14664,0,5
g14665,388,403
g14666,1,1
g14667,77,66
g14668,39,52
g14669,148,149
g14670,0,0
g14671,3,2
g14672,0,0
g14673,1,0
g14674,0,0
g14675,393,384
g14676,168,219
g14677,23,29
g14678,281,323
g14679,1,1
g14680,121,184
g14681,73,105
g14682,119,201
g14683,0,0
g14684,0,0
g14685,0,0
g14686,1,1
g14687,0,0
g14688,1,0
g14689,1369,1502
g14690,1,0
g14691,2,1
g14692,0,0
g14693,0,0
g14694,25,23
g14695,71,62
g14696,0,0
g14697,0,0
g14698,456,432
g14699,448,531
g14700,854,919
g14701,0,0
g14702,257,258
g14703,7,6
g14704,1,0
g14705,183,203
g14706,0,0
g14707,1,1
g14708,22,60
g14709,238,253
g14710,389,477
g14711,302,291
g14712,4338,7464
g14713,3,13
g14714,0,1
g14715,1747,1656
g14716,0,1
g14717,75,85
g14718,12,13
g14719,0,0
g14720,800,740
g14721,0,1
g14722,68,76
g14723,27,18
g14724,7,9
g14725,1,2
g14726,1278,1409
g14727,12,4
g14728,2,0
g14729,453,366
g14730,747,729
g14731,1,1
g14732,125,144
g14733,85,112
g14734,0,0
g14735,3,6
g14736,0,0
g14737,195,146
g14738,1,3
g14739,1,0
g14740,479,518
g14741,0,4
g14742,0,0
g14743,0,0
g14744,0,2
g14745,1492,1513
g14746,170,206
g14747,1163,1203
g14748,1448,1397
g14749,103,105
g14750,567,548
g14751,2,5
g14752,0,1
g14753,3,8
g14754,318,290
g14755,43,35
g14756,1216,1270
g14757,2,2
g14758,376,429
g14759,577,516
g14760,447,470
g14761,853,883
g14762,116,110
g14763,675,727
g14764,220,260
g14765,11,13
g14766,1,1
g14767,3,0
g14768,1344,1340
g14769,101,90
g14770,1638,1788
g14771,323,349
g14772,7,15
g14773,0,3
g14774,33,47
g14775,0,0
g14776,1,3
g14777,0,0
g14778,896,857
g14779,265,288
g14780,120,131
g14781,14,14
g14782,1,0
g14783,1584,1725
g14784,388,414
g14785,0,1
g14786,2521,3032
g14787,954,1150
g14788,7,9
g14789,0,0
g14790,1,1
g14791,509,591
g14792,2699,2692
g14793,168,173
g14794,80,61
g14795,3446,2910
g14796,3,1
g14797,1,1
g14798,0,0
g14799,2,3
g14800,105,87
g14801,4,9
g14802,24,17
g14803,52,49
g14804,564,527
g14805,199,182
g14806,831,775
g14807,6,3
g14808,1,1
g14809,0,0
g14810,878,803
g14811,3768,4068
g14812,0,1
g14813,167,195
g14814,1,0
g14815,150,188
g14816,652,629
g14817,120,117
g14818,8,4
g14819,0,1
g14820,108,120
g14821,4,5
g14822,95,113
g14823,911,959
g14824,0,1
g14825,0,0
g14826,465,480
g14827,296,303
g14828,94,103
g14829,36,69
g14830,479,618
g14831,9,10
g14832,248,265
g14833,0,0
g14834,0,0
g14835,0,0
g14836,2693,2372
g14837,1847,1739
g14838,282,235
g14839,149,144
g14840,1080,1159
g14841,22,25
g14842,18,14
g14843,195,213
g14844,935,860
g14845,267,354
g14846,1252,1280
g14847,8,4
g14848,64,69
g14849,778,744
g14850,91,46
g14851,257,193
g14852,3,0
g14853,0,0
g14854,91,102
g14855,441,541
g14856,686,763
g14857,115,163
g14858,194,160
g14859,5,3
g14860,2325,1717
g14861,0,0
g14862,380,408
g14863,8,9
g14864,14279,19847
g14865,822,768
g14866,409,481
g14867,231,266
g14868,8,6
g14869,250,274
g14870,4,1
g14871,8,2
g14872,0,0
g14873,1339,1478
g14874,1,0
g14875,1,1
g14876,812,877
g14877,19,33
g14878,1609,1545
g14879,71,68
g14880,12,12
g14881,164,183
g14882,0,0
g14883,1944,1968
g14884,63,67
g14885,258,260
g14886,0,0
g14887,575,642
g14888,349,374
g14889,0,0
g14890,710,806
g14891,2031,2387
g14892,770,781
g14893,894,947
g14894,7,2
g14895,8,4
g14896,101,114
g14897,0,0
g14898,1,1
g14899,1,2
g14900,1,0
g14901,443,458
g14902,33,32
g14903,5,2
g14904,27,36
g14905,87,65
g14906,237,242
g14907,38,39
g14908,42,48
g14909,3520,3662
g14910,1,0
g14911,0,0
g14912,0,0
g14913,0,0
g14914,96,110
g14915,129,176
g14916,225,239
g14917,21,22
g14918,25,41
g14919,2494,2459
g14920,167,187
g14921,2,0
g14922,97,99
g14923,566,659
g14924,45,36
g14925,175,133
g14926,871,895
g14927,12,2
g14928,768,685
g14929,10,8
g14930,60,73
g14931,347,351
g14932,13,8
g14933,1101,1061
g14934,5,1
g14935,0,0
g14936,0,0
g14937,0,0
g14938,0,0
g14939,0,0
g14940,0,0
g14941,0,0
g14942,51,45
g14943,5,8
g14944,3625,4097
g14945,94,69
g14946,574,589
g14947,63,57
g14948,30,27
g14949,736,744
g14950,20,19
g14951,130,163
g14952,161,193
g14953,615,682
g14954,60,95
g14955,614,554
g14956,397,375
g14957,78,88
g14958,32,38
g14959,899,1057
g14960,170,211
g14961,5,3
g14962,173,224
g14963,0,0
g14964,3,2
g14965,0,0
g14966,103,98
g14967,294,381
g14968,2781,2551
g14969,0,0
g14970,0,0
g14971,219,258
g14972,1053,1004
g14973,0,0
g14974,0,0
g14975,251,279
g14976,222,345
g14977,474,475
g14978,65,75
g14979,0,2
g14980,0,0
g14981,2,1
g14982,0,0
g14983,25,25
g14984,1,0
g14985,1,1
g14986,117,108
g14987,0,0
g14988,0,0
g14989,0,0
g14990,0,0
g14991,0,0
g14992,89,134
g14993,20,25
g14994,0,1
g14995,1266,1452
g14996,3,1
g14997,949,1014
g14998,47,38
g14999,2,3
g15000,593,561
g15001,3,1
g15002,545,537
g15003,585,649
g15004,110,105
g15005,9,9
g15006,72,73
g15007,1026,1086
g15008,160,182
g15009,85,78
g15010,408,343
g15011,0,0
g15012,55,57
g15013,1,1
g15014,0,0
g15015,176,189
g15016,458,397
g15017,153,138
g15018,7,13
g15019,5,17
g15020,0,1
g15021,38,27
g15022,0,0
g15023,1,1
g15024,0,0
g15025,0,0
g15026,869,825
g15027,134,123
g15028,0,0
g15029,453,824
g15030,69,74
g15031,1585,1354
g15032,47,51
g15033,1071,1060
g15034,8,7
g15035,0,0
g15036,398,459
g15037,987,1088
g15038,20,21
g15039,358,306
g15040,431,464
g15041,27,21
g15042,0,0
g15043,3,4
g15044,196,212
g15045,522,480
g15046,119,124
g15047,55,35
g15048,1092,1151
g15049,708,762
g15050,3,2
g15051,2,3
g15052,1730,1661
g15053,58,34
g15054,142,129
g15055,4,1
g15056,50,50
g15057,1055,1058
g15058,6,10
g15059,0,0
g15060,147,206
g15061,3,4
g15062,2,1
g15063,0,0
g15064,867,884
g15065,2,4
g15066,1001,1007
g15067,1,0
g15068,187,196
g15069,380,406
g15070,4,5
g15071,1,3
g15072,2,1
g15073,548,569
g15074,3660,3859
g15075,477,517
g15076,408,442
g15077,571,613
g15078,356,435
g15079,3724,3463
g15080,7,8
g15081,2,1
g15082,0,1
g15083,410,316
g15084,519,635
g15085,1,0
g15086,1127,1178
g15087,5,5
g15088,512,530
g15089,43,41
g15090,2,2
g15091,1,0
g15092,0,0
g15093,0,0
g15094,528,584
g15095,21,21
g15096,2753,2944
g15097,439,522
g15098,805,800
g15099,1377,1576
g15100,43,54
g15101,31,64
g15102,0,1
g15103,1,0
g15104,679,740
g15105,386,509
g15106,568,509
g15107,6742,7965
g15108,931,957
g15109,37,31
g15110,1476,1305
g15111,604,646
g15112,1076,1207
g15113,1957,2190
g15114,1015,1000
g15115,4,4
g15116,1406,1487
g15117,307,379
g15118,1,0
g15119,31,50
g15120,277,287
g15121,49,62
g15122,809,791
g15123,511,507
g15124,598,678
g15125,2716,2339
g15126,240,268
g15127,488,619
g15128,0,0
g15129,0,12
g15130,44,49
g15131,748,744
g15132,375,333
g15133,90,82
g15134,683,718
g15135,494,517
g15136,138,426
g15137,0,0
g15138,4,8
g15139,13,19
g15140,526,577
g15141,342,405
g15142,216,277
g15143,336,341
g15144,594,720
g15145,246,312
g15146,321,295
g15147,614,755
g15148,8,11
g15149,5,6
g15150,1040,1367
g15151,15,13
g15152,38,38
g15153,276,296
g15154,545,539
g15155,638,748
g15156,561,607
g15157,514,695
g15158,390,500
g15159,52,77
g15160,521,540
g15161,19,21
g15162,647,724
g15163,232,237
g15164,40,59
g15165,1445,1742
g15166,110,125
g15167,22,11
g15168,3138,2839
g15169,290,366
g15170,78,68
g15171,0,0
g15172,1149,1355
g15173,99,75
g15174,65,60
g15175,121,165
g15176,295,326
g15177,20,25
g15178,675,883
g15179,257,288
g15180,248,236
g15181,393,377
g15182,268,291
g15183,1018,1070
g15184,217,221
g15185,1420,1511
g15186,463,525
g15187,1501,1643
g15188,110,142
g15189,96,113
g15190,2252,2512
g15191,2082,2165
g15192,0,0
g15193,7,5
g15194,36,51
g15195,0,1
g15196,746,981
g15197,11,10
g15198,6,12
g15199,23,52
g15200,11,14
g15201,0,0
g15202,0,0
g15203,0,0
g15204,0,0
g15205,28,22
g15206,623,790
g15207,64,85
g15208,1,0
g15209,0,0
g15210,0,0
g15211,0,0
g15212,0,0
g15213,2,0
g15214,1,1
g15215,12,9
g15216,0,0
g15217,0,0
g15218,1,1
g15219,5,2
g15220,1,0
g15221,1,1
g15222,0,1
g15223,238,233
g15224,89,215
g15225,611,512
g15226,2,3
g15227,235,182
g15228,4,3
g15229,23,54
g15230,42,53
g15231,34,36
g15232,30,46
g15233,63,79
g15234,39,28
g15235,12,16
g15236,16,16
g15237,35,28
g15238,20,13
g15239,38,30
g15240,10,6
g15241,133,68
g15242,12,11
g15243,57,40
g15244,0,0
g15245,1,0
g15246,2,0
g15247,0,0
g15248,1,0
g15249,8,14
g15250,184,176
g15251,300,240
g15252,190,148
g15253,1,1
g15254,43,45
g15255,772,449
g15256,1655,599
g15257,610,258
g15258,5617,7293
g15259,57,51
g15260,183,105
g15261,0,0
g15262,1634,1687
g15263,1444,1962
g15264,0,0
g15265,0,0
g15266,0,0
g15267,0,0
g15268,0,0
g15269,0,0
g15270,0,0
g15271,0,0
g15272,51,62
g15273,1797,1811
g15274,19,16
g15275,59,60
g15276,5,0
g15277,0,2
g15278,33,26
g15279,4,1
g15280,551,625
g15281,3,6
g15282,37,25
g15283,988,989
g15284,1,0
g15285,853,874
g15286,6,4
g15287,14,5
g15288,292,373
g15289,734,637
g15290,1424,1630
g15291,170,197
g15292,422,436
g15293,143,149
g15294,1068,1061
g15295,147,146
g15296,615,700
g15297,9,13
g15298,1636,1808
g15299,442,445
g15300,559,613
g15301,77,93
g15302,235,269
g15303,11,8
g15304,40,70
g15305,2,1
g15306,310,359
g15307,1684,1751
g15308,67,80
g15309,115,111
g15310,1406,1547
g15311,18,22
g15312,607,698
g15313,494,481
g15314,739,673
g15315,214,234
g15316,6,6
g15317,832,834
g15318,1282,1260
g15319,1,0
g15320,0,0
g15321,2,1
g15322,718,703
g15323,602,865
g15324,86,143
g15325,0,0
g15326,286,338
g15327,877,995
g15328,295,361
g15329,1741,2151
g15330,129,181
g15331,94,64
g15332,524,512
g15333,832,877
g15334,380,379
g15335,325,398
g15336,59,60
g15337,56,63
g15338,56,79
g15339,77,69
g15340,31,28
g15341,1563,1452
g15342,4,2
g15343,341,424
g15344,239,290
g15345,879,1034
g15346,166,181
g15347,146,133
g15348,162,123
g15349,24,34
g15350,143,180
g15351,316,294
g15352,1833,1720
g15353,138,117
g15354,26,14
g15355,0,0
g15356,0,1
g15357,60,40
g15358,2965,2129
g15359,42,67
g15360,5595,5010
g15361,39,50
g15362,0,0
g15363,0,0
g15364,0,0
g15365,0,0
