,wt_E16.5_f4,wt_E16.5_f5
g01693,593,557
g01694,1,1
g01695,7,18
g01696,8,5
g01697,349,428
g01698,21,41
g01699,3,0
g01700,0,0
g01701,395,379
g01702,2,0
g01703,250,246
g01704,682,618
g01705,317,284
g01706,2,0
g01707,1962,2268
g01708,15,19
g01709,1,3
g01710,9,13
g01711,0,0
g01712,173,146
g01713,796,728
g01714,45,27
g01715,0,38
g01716,768,718
g01717,110,117
g01718,5,7
g01719,1313,1469
g01720,0,0
g01721,346,334
g01722,1020,912
g01723,28,20
g01724,72,74
g01725,6,2
g01726,103,120
g01727,194,191
g01728,289,203
g01729,1352,1000
g01730,4584,3581
g01731,5,4
g01732,1,0
g01733,148,116
g01734,147,150
g01735,2245,1889
g01736,1,3
g01737,500,485
g01738,0,1
g01739,1052,801
g01740,1088,1107
g01741,86,64
g01742,71,52
g01743,32,25
g01744,652,582
g01745,4,2
g01746,1,2
g01747,32,58
g01748,0,0
g01749,2223,1969
g01750,165,173
g01751,94,75
g01752,106,87
g01753,5,3
g01754,0,0
g01755,0,2
g01756,0,0
g01757,78,110
g01758,1,1
g01759,153,191
g01760,493,433
g01761,0,0
g01762,687,676
g01763,0,0
g01764,0,0
g01765,77,84
g01766,12,17
g01767,295,309
g01768,4,6
g01769,37,43
g01770,0,0
g01771,5,2
g01772,244,202
g01773,416,377
g01774,21,26
g01775,65,65
g01776,891,828
g01777,2,1
g01778,205,206
g01779,52,48
g01780,6388,6744
g01781,931,946
g01782,1,0
g01783,1,0
g01784,314,250
g01785,1570,1559
g01786,10,8
g01787,34,36
g01788,121,91
g01789,316,250
g01790,1,1
g01791,0,0
g01792,0,0
g01793,5,2
g01794,657,645
g01795,1581,1457
g01796,4766,4474
g01797,57,41
g01798,647,527
g01799,3,2
g01800,251,255
g01801,460,457
g01802,1628,1465
g01803,1915,1681
g01804,0,0
g01805,11,6
g01806,780,653
g01807,1307,1178
g01808,438,508
g01809,80,107
g01810,729,647
g01811,477,495
g01812,239,291
g01813,321,262
g01814,242,149
g01815,7989,8101
g01816,14,19
g01817,227,202
g01818,8,6
g01819,212,291
g01820,655,602
g01821,87,81
g01822,0,1
g01823,0,0
g01824,85,49
g01825,1976,1551
g01826,8,6
g01827,740,801
g01828,78,83
g01829,6,6
g01830,666,552
g01831,2,6
g01832,330,432
g01833,104,68
g01834,295,308
g01835,0,1
g01836,1320,996
g01837,2910,2534
g01838,508,436
g01839,162,150
g01840,458,443
g01841,0,0
g01842,61,33
g01843,4,1
g01844,89,67
g01845,0,0
g01846,147,135
g01847,1,0
g01848,1052,976
g01849,9,12
g01850,27,34
g01851,407,379
g01852,62,53
g01853,841,749
g01854,1078,944
g01855,528,554
g01856,1994,2016
g01857,387,403
g01858,1259,1010
g01859,9,11
g01860,1854,2001
g01861,9,5
g01862,393,430
g01863,288,288
g01864,270,274
g01865,856,848
g01866,419,479
g01867,9,3
g01868,1,3
g01869,0,0
g01870,420,424
g01871,148,100
g01872,1042,843
g01873,61,73
g01874,453,456
g01875,46,46
g01876,112,100
g01877,30,38
g01878,61,56
g01879,1,3
g01880,0,0
g01881,1720,1718
g01882,2795,2717
g01883,79,76
g01884,92,70
g01885,754,774
g01886,5,0
g01887,40,42
g01888,93,107
g01889,936,1045
g01890,0,0
g01891,0,0
g01892,3,8
g01893,574,661
g01894,384,385
g01895,45,47
g01896,1028,967
g01897,1281,1338
g01898,908,948
g01899,27,17
g01900,34,22
g01901,78,80
g01902,59,68
g01903,0,0
g01904,334,385
g01905,0,0
g01906,498,430
g01907,227,274
g01908,210,189
g01909,377,330
g01910,0,2
g01911,0,0
g01912,0,0
g01913,752,611
g01914,3,4
g01915,7,2
g01916,13,14
g01917,0,0
g01918,194,183
g01919,22,17
g01920,401,512
g01921,1398,1306
g01922,51,36
g01923,3,0
g01924,1,0
g01925,1,2
g01926,609,548
g01927,367,633
g01928,21,20
g01929,0,2
g01930,106,92
g01931,0,0
g01932,787,812
g01933,876,1066
g01934,73,63
g01935,57,82
g01936,25,18
g01937,0,1
g01938,31,28
g01939,700,707
g01940,30,18
g01941,933,964
g01942,85,86
g01943,318,338
g01944,194,233
g01945,4,3
g01946,2,3
g01947,0,1
g01948,207,180
g01949,1,0
g01950,0,0
g01951,377,314
g01952,34,36
g01953,32,27
g01954,1110,1248
g01955,1532,1407
g01956,84,77
g01957,15,16
g01958,108,105
g01959,721,682
g01960,1043,925
g01961,90,77
g01962,0,2
g01963,0,2
g01964,11708,12948
g01965,6153,5723
g01966,27353,24363
g01967,141,151
g01968,0,0
g01969,188,183
g01970,2636,2634
g01971,2,4
g01972,1248,1356
g01973,165,180
g01974,5,6
g01975,535,497
g01976,45,35
g01977,1319,1210
g01978,1732,1550
g01979,984,935
g01980,0,1
g01981,8,15
g01982,11,12
g01983,8,9
g01984,7,13
g01985,9,8
g01986,17,39
g01987,2,6
g01988,19,11
g01989,1,0
g01990,3,6
g01991,1,3
g01992,5,4
g01993,0,1
g01994,3,2
g01995,7,5
g01996,3,0
g01997,0,0
g01998,0,3
g01999,0,7
g02000,0,2
g02001,2,2
g02002,103,114
g02003,1,0
g02004,54,56
g02005,31,34
g02006,142,159
g02007,2941,2483
g02008,0,1
g02009,24,32
g02010,234,263
g02011,380,314
g02012,677,589
g02013,519,446
g02014,1295,1076
g02015,2308,2268
g02016,2111,1932
g02017,1052,879
g02018,497,440
g02019,1,0
g02020,0,2
g02021,1487,1315
g02022,485,411
g02023,0,1
g02024,2316,2478
g02025,2,2
g02026,7,2
g02027,0,0
g02028,0,0
g02029,0,0
g02030,0,1
g02031,0,0
g02032,0,1
g02033,0,0
g02034,0,0
g02035,602,602
g02036,0,0
g02037,0,0
g02038,0,0
g02039,0,0
g02040,329,243
g02041,939,853
g02042,0,1
g02043,3,5
g02044,123,120
g02045,5,3
g02046,0,0
g02047,38,60
g02048,178,173
g02049,1045,905
g02050,19,17
g02051,5501,5224
g02052,9,7
g02053,451,471
g02054,180,96
g02055,824,902
g02056,283,265
g02057,190,164
g02058,30,40
g02059,483,467
g02060,5,5
g02061,200,170
g02062,4770,4984
g02063,935,924
g02064,6,2
g02065,0,0
g02066,2,0
g02067,6,1
g02068,433,419
g02069,330,337
g02070,566,562
g02071,13,6
g02072,583,597
g02073,1000,912
g02074,71,50
g02075,1970,1714
g02076,1385,1419
g02077,745,714
g02078,316,253
g02079,642,689
g02080,409,376
g02081,632,683
g02082,1059,939
g02083,290,302
g02084,2568,2679
g02085,1095,1090
g02086,1205,1249
g02087,406,339
g02088,55,45
g02089,138,128
g02090,984,873
g02091,1024,935
g02092,663,589
g02093,2063,1798
g02094,26,33
g02095,4008,4128
g02096,66,74
g02097,461,353
g02098,17,14
g02099,123,266
g02100,305,279
g02101,8,3
g02102,304,364
g02103,461,428
g02104,976,744
g02105,976,744
g02106,1930,1727
g02107,0,0
g02108,4,3
g02109,551,582
g02110,286,291
g02111,818,737
g02112,98,137
g02113,68,94
g02114,534,633
g02115,2001,1783
g02116,692,692
g02117,2251,2130
g02118,686,663
g02119,93,93
g02120,2592,2265
g02121,650,663
g02122,417,354
g02123,329,353
g02124,9,8
g02125,285,194
g02126,651,446
g02127,19,16
g02128,28,28
g02129,9,9
g02130,684,592
g02131,12,12
g02132,666,542
g02133,1285,1056
g02134,428,285
g02135,101,131
g02136,6,5
g02137,595,521
g02138,1387,1383
g02139,2831,2081
g02140,45,48
g02141,2136,1690
g02142,804,869
g02143,407,355
g02144,40034,35729
g02145,14,14
g02146,4404,3851
g02147,638,548
g02148,90,45
g02149,31,22
g02150,40,32
g02151,129,138
g02152,48,45
g02153,554,538
g02154,677,598
g02155,34,33
g02156,519,376
g02157,883,882
g02158,498,467
g02159,78,124
g02160,0,0
g02161,643,579
g02162,205,170
g02163,102,102
g02164,532,568
g02165,929,665
g02166,19,9
g02167,14,17
g02168,552,766
g02169,31,20
g02170,1499,1471
g02171,40,20
g02172,238,184
g02173,1321,1124
g02174,3452,3348
g02175,250,241
g02176,59,71
g02177,25,28
g02178,183,160
g02179,151,137
g02180,4,2
g02181,0,0
g02182,7,4
g02183,5,1
g02184,0,0
g02185,0,0
g02186,3,3
g02187,0,0
g02188,7,4
g02189,2,2
g02190,118,108
g02191,21,14
g02192,85,69
g02193,123,98
g02194,0,0
g02195,37,44
g02196,0,0
g02197,0,0
g02198,75,51
g02199,104,67
g02200,362,338
g02201,647,591
g02202,415,381
g02203,4,2
g02204,2059,1298
g02205,60,57
g02206,312,301
g02207,73,58
g02208,430,507
g02209,1091,960
g02210,1137,1159
g02211,594,514
g02212,45,40
g02213,353,301
g02214,2526,2434
g02215,1,0
g02216,273,201
g02217,36,24
g02218,480,565
g02219,6,2
g02220,0,0
g02221,351,372
g02222,7,9
g02223,687,696
g02224,114,84
g02225,501,524
g02226,211,237
g02227,0,0
g02228,2,0
g02229,0,0
g02230,787,717
g02231,640,637
g02232,54,39
g02233,2114,1958
g02234,1970,1371
g02235,290,254
g02236,63,94
g02237,0,0
g02238,1212,1338
g02239,0,1
g02240,0,1
g02241,0,0
g02242,20,35
g02243,8500,9117
g02244,27,40
g02245,173,175
g02246,30,30
g02247,0,1
g02248,0,1
g02249,0,0
g02250,3,3
g02251,0,0
g02252,1203,1032
g02253,12,11
g02254,0,1
g02255,40,53
g02256,271,287
g02257,24,13
g02258,251,156
g02259,254,231
g02260,88,95
g02261,502,467
g02262,25,12
g02263,290,275
g02264,8216,7094
g02265,0,0
g02266,2,6
g02267,590,550
g02268,1026,1018
g02269,12,7
g02270,6,6
g02271,1041,1005
g02272,3,4
g02273,2,1
g02274,745,683
g02275,97,84
g02276,480,498
g02277,34,41
g02278,0,1
g02279,1095,1092
g02280,881,744
g02281,2422,2427
g02282,799,784
g02283,4848,4093
g02284,27,28
g02285,0,0
g02286,2,1
g02287,0,0
g02288,0,0
g02289,0,1
g02290,428,416
g02291,2,0
g02292,10,23
g02293,698,718
g02294,0,0
g02295,451,474
g02296,0,4
g02297,1215,1258
g02298,2538,1120
g02299,0,1
g02300,97,86
g02301,501,461
g02302,273,258
g02303,131,107
g02304,0,0
g02305,5,3
g02306,16,7
g02307,1393,1248
g02308,0,0
g02309,0,0
g02310,560,513
g02311,315,288
g02312,183,223
g02313,328,204
g02314,242,146
g02315,0,0
g02316,772,657
g02317,106,121
g02318,567,468
g02319,343,360
g02320,61,55
g02321,1,0
g02322,76,59
g02323,1,2
g02324,511,406
g02325,212,222
g02326,1723,1549
g02327,3,2
g02328,1666,1575
g02329,0,0
g02330,1543,1394
g02331,0,0
g02332,0,0
g02333,11718,11195
g02334,8664,7594
g02335,1,2
g02336,46,42
g02337,1,3
g02338,0,0
g02339,2,0
g02340,0,0
g02341,2,0
g02342,1866,1917
g02343,146,149
g02344,341,304
g02345,75,81
g02346,1129,1272
g02347,0,0
g02348,0,0
g02349,0,1
g02350,1802,1997
g02351,0,0
g02352,0,0
g02353,0,0
g02354,0,0
g02355,0,0
g02356,0,0
g02357,798,850
g02358,371,345
g02359,257,221
g02360,0,0
g02361,14,8
g02362,0,0
g02363,14,19
g02364,464,412
g02365,6,2
g02366,4,2
g02367,11,7
g02368,0,0
g02369,0,0
g02370,0,0
g02371,0,0
g02372,0,0
g02373,441,456
g02374,10,24
g02375,162,140
g02376,414,305
g02377,0,0
g02378,2,3
g02379,40,24
g02380,18,23
g02381,63,68
g02382,41,47
g02383,191,206
g02384,14,8
g02385,35,33
g02386,2883,2317
g02387,166,150
g02388,14,14
g02389,2,0
g02390,993,861
g02391,6,9
g02392,315,371
g02393,0,0
g02394,626,572
g02395,497,469
g02396,3,0
g02397,2036,1812
g02398,73,66
g02399,1262,1403
g02400,7,3
g02401,77,99
g02402,0,0
g02403,1,3
g02404,740,654
g02405,104,106
g02406,0,0
g02407,0,0
g02408,0,0
g02409,1,0
g02410,10,9
g02411,0,0
g02412,2120,1953
g02413,13,14
g02414,1,0
g02415,15,22
g02416,288,416
g02417,0,0
g02418,537,433
g02419,1,4
g02420,414,425
g02421,215,214
g02422,2160,1960
g02423,210,202
g02424,35,44
g02425,1,2
g02426,10,13
g02427,9,15
g02428,1,3
g02429,521,556
g02430,125,115
g02431,36,33
g02432,1,3
g02433,2056,1890
g02434,70,59
g02435,0,0
g02436,5,9
g02437,338,289
g02438,11,19
g02439,0,0
g02440,0,1
g02441,24,22
g02442,0,3
g02443,2,5
g02444,1302,1198
g02445,3694,3360
g02446,432,563
g02447,465,461
g02448,1,0
g02449,394,229
g02450,1,0
g02451,3010,2868
g02452,1593,1104
g02453,859,775
g02454,71,81
g02455,958,842
g02456,568,558
g02457,909,866
g02458,3,1
g02459,227,231
g02460,0,0
g02461,0,0
g02462,0,0
g02463,0,0
g02464,0,0
g02465,0,0
g02466,0,0
g02467,0,0
g02468,0,0
g02469,462,409
g02470,0,0
g02471,0,1
g02472,1,0
g02473,2548,2458
g02474,2,1
g02475,121,124
g02476,10,11
g02477,330,272
g02478,55,59
g02479,328,250
g02480,29,26
g02481,35,36
g02482,173,133
g02483,64,69
g02484,16,16
g02485,0,0
g02486,1,0
g02487,5,2
g02488,504,427
g02489,22,39
g02490,614,524
g02491,1458,1450
g02492,1,0
g02493,16,27
g02494,1225,1351
g02495,611,602
g02496,622,618
g02497,1379,1292
g02498,0,0
g02499,44,49
g02500,304,326
g02501,2,2
g02502,7,7
g02503,402,302
g02504,1,0
g02505,101,88
g02506,1,2
g02507,124,122
g02508,3,2
g02509,1859,1796
g02510,1649,1577
g02511,0,1
g02512,12,19
g02513,0,0
g02514,0,0
g02515,76,85
g02516,1162,998
g02517,61,67
g02518,3018,3028
g02519,0,2
g02520,189,198
g02521,35,40
g02522,272,234
g02523,55,41
g02524,175,147
g02525,12,4
g02526,180,177
g02527,2957,3136
g02528,1040,1032
g02529,31,15
g02530,52,50
g02531,2224,1916
g02532,170,177
g02533,8,9
g02534,863,726
g02535,960,865
g02536,79,76
g02537,621,523
g02538,62,33
g02539,2177,1768
g02540,322,337
g02541,183,194
g02542,1342,1270
g02543,94,59
g02544,1356,1205
g02545,0,0
g02546,0,1
g02547,611,623
g02548,199,156
g02549,2166,2433
g02550,1108,1085
g02551,1,7
g02552,4617,5018
g02553,1677,1294
g02554,884,739
g02555,13,10
g02556,318,280
g02557,19,18
g02558,0,0
g02559,210,240
g02560,31,52
g02561,336,177
g02562,464,242
g02563,4,6
g02564,2,2
g02565,0,0
g02566,5,3
g02567,0,0
g02568,2538,1393
g02569,0,1
g02570,440,430
g02571,1172,1033
g02572,692,627
g02573,371,297
g02574,16602,14438
g02575,3,2
g02576,1250,1371
g02577,966,1144
g02578,35,31
g02579,255,219
g02580,4,7
g02581,658,610
g02582,11,4
g02583,2,0
g02584,306,298
g02585,5,6
g02586,648,708
g02587,798,728
g02588,4226,4181
g02589,169,129
g02590,533,624
g02591,6,7
g02592,293,288
g02593,801,799
g02594,2326,2332
g02595,1322,1093
g02596,141,161
g02597,38,28
g02598,1889,1799
g02599,156,103
g02600,4507,3744
g02601,2919,3025
g02602,1484,1411
g02603,1,0
g02604,3322,3514
g02605,20,22
g02606,199,224
g02607,771,676
g02608,847,878
g02609,493,415
g02610,913,919
g02611,360,295
g02612,364,330
g02613,374,356
g02614,1169,1112
g02615,744,606
g02616,99,114
g02617,105,111
g02618,1336,1405
g02619,51,45
g02620,449,415
g02621,627,543
g02622,0,1
g02623,0,0
g02624,1,0
g02625,0,0
g02626,0,0
g02627,0,0
g02628,0,0
g02629,0,0
g02630,0,0
g02631,0,0
g02632,0,0
g02633,0,0
g02634,0,0
g02635,0,0
g02636,0,0
g02637,0,0
g02638,0,0
g02639,0,0
g02640,0,0
g02641,0,0
g02642,0,0
g02643,0,0
g02644,0,1
g02645,0,0
g02646,0,1
g02647,0,0
g02648,0,0
g02649,0,0
g02650,0,0
g02651,0,0
g02652,0,0
g02653,0,0
g02654,0,0
g02655,0,0
g02656,0,0
g02657,0,0
g02658,0,0
g02659,0,0
g02660,0,0
g02661,0,0
g02662,0,0
g02663,1,0
g02664,0,0
g02665,0,0
g02666,0,0
g02667,0,0
g02668,0,0
g02669,0,0
g02670,1,0
g02671,0,0
g02672,0,0
g02673,0,0
g02674,0,1
g02675,0,0
g02676,0,0
g02677,0,0
g02678,1,0
g02679,0,0
g02680,0,0
g02681,0,0
g02682,3,7
g02683,87,68
g02684,5,4
g02685,0,1
g02686,0,0
g02687,1,0
g02688,2,1
g02689,138,106
g02690,197,198
g02691,904,951
g02692,854,717
g02693,526,516
g02694,117,108
g02695,25,36
g02696,98,91
g02697,3351,3019
g02698,573,547
g02699,103,64
g02700,400,372
g02701,20,18
g02702,533,570
g02703,1297,1373
g02704,2467,2216
g02705,920,920
g02706,9,4
g02707,6,7
g02708,121,90
g02709,297,209
g02710,801,447
g02711,544,633
g02712,92,84
g02713,1034,901
g02714,22,32
g02715,0,0
g02716,17,17
g02717,0,1
g02718,39,30
g02719,126,79
g02720,371,362
g02721,8,8
g02722,417,345
g02723,1614,1805
g02724,967,787
g02725,241,224
g02726,12,8
g02727,14,11
g02728,1,3
g02729,2281,1817
g02730,1,2
g02731,700,739
g02732,1382,1302
g02733,166,129
g02734,1,1
g02735,1593,1395
g02736,169,140
g02737,583,551
g02738,5,5
g02739,1305,1368
g02740,33,37
g02741,423,411
g02742,12,25
g02743,4108,3701
g02744,205,157
g02745,219,183
g02746,1761,1578
g02747,557,595
g02748,1729,1570
g02749,368,379
g02750,0,0
g02751,5,7
g02752,623,461
g02753,683,613
g02754,135,100
g02755,1642,1315
g02756,1595,1380
g02757,108,150
g02758,988,1094
g02759,588,617
g02760,25,23
g02761,3,10
g02762,2060,1791
g02763,342,268
g02764,135,103
g02765,1104,994
g02766,4,12
g02767,13,12
g02768,837,755
g02769,70,64
g02770,505,504
g02771,3203,3510
g02772,369,539
g02773,478,396
g02774,1003,745
g02775,2956,2576
g02776,150,175
g02777,23,23
g02778,101,78
g02779,603,555
g02780,123,112
g02781,501,624
g02782,6,7
g02783,1,0
g02784,1,0
g02785,17,16
g02786,0,0
g02787,0,1
g02788,171,170
g02789,0,0
g02790,0,0
g02791,1456,1223
g02792,0,0
g02793,1914,2077
g02794,1,3
g02795,259,242
g02796,3,3
g02797,421,270
g02798,42,50
g02799,8,9
g02800,61,61
g02801,17,10
g02802,3,3
g02803,1,3
g02804,213,259
g02805,447,430
g02806,251,222
g02807,27,21
g02808,10584,11251
g02809,1225,1067
g02810,85,58
g02811,0,0
g02812,0,0
g02813,17,10
g02814,15,10
g02815,1,0
g02816,1489,1557
g02817,154,154
g02818,30,26
g02819,38,44
g02820,317,189
g02821,174,203
g02822,781,836
g02823,446,435
g02824,198,224
g02825,314,247
g02826,166,202
g02827,0,0
g02828,869,745
g02829,34,24
g02830,0,1
g02831,0,0
g02832,206,226
g02833,1367,1516
g02834,2213,1860
g02835,846,895
g02836,636,616
g02837,743,847
g02838,1365,1256
g02839,2207,1951
g02840,1511,1324
g02841,1092,1025
g02842,1250,1077
g02843,1,4
g02844,0,1
g02845,2408,2005
g02846,127,117
g02847,0,1
g02848,551,527
g02849,68,72
g02850,263,253
g02851,401,349
g02852,135,133
g02853,2358,2191
g02854,16,13
g02855,1,4
g02856,3231,2907
g02857,3228,3240
g02858,927,931
g02859,99,74
g02860,4,2
g02861,4,6
g02862,374,371
g02863,609,570
g02864,591,551
g02865,84,78
g02866,336,359
g02867,0,0
g02868,420,520
g02869,1,2
g02870,3,0
g02871,0,0
g02872,10,4
g02873,159,129
g02874,165,144
g02875,0,0
g02876,26,36
g02877,2,0
g02878,0,0
g02879,0,0
g02880,0,0
g02881,759,676
g02882,574,491
g02883,2058,1748
g02884,279,271
g02885,1064,1092
g02886,160,110
g02887,433,389
g02888,43,25
g02889,6,4
g02890,3162,2734
g02891,159,139
g02892,6,7
g02893,9799,8987
g02894,0,0
g02895,30,31
g02896,2948,2800
g02897,8,7
g02898,208,195
g02899,217,205
g02900,104,90
g02901,122,118
g02902,727,607
g02903,476,394
g02904,1,4
g02905,72,48
g02906,30,11
g02907,1,0
g02908,5,1
g02909,184,136
g02910,1349,1238
g02911,222,214
g02912,332,318
g02913,3287,2167
g02914,42,68
g02915,3289,2171
g02916,2,1
g02917,2205,1597
g02918,0,0
g02919,1145,1320
g02920,825,702
g02921,4,7
g02922,677,474
g02923,1425,1234
g02924,0,0
g02925,23,28
g02926,3162,2749
g02927,47,27
g02928,3,3
g02929,129,151
g02930,115,91
g02931,3,2
g02932,18,42
g02933,13,12
g02934,247,283
g02935,0,1
g02936,401,387
g02937,24,33
g02938,387,305
g02939,807,1081
g02940,4,1
g02941,1987,1812
g02942,0,0
g02943,0,0
g02944,1594,1521
g02945,222,236
g02946,24,28
g02947,405,511
g02948,0,1
g02949,583,507
g02950,830,709
g02951,451,383
g02952,2026,1627
g02953,1,0
g02954,8,4
g02955,0,0
g02956,40,40
g02957,15,12
g02958,391,374
g02959,0,0
g02960,188,194
g02961,731,654
g02962,838,702
g02963,86,92
g02964,10,6
g02965,487,497
g02966,528,438
g02967,8,9
g02968,0,0
g02969,214,154
g02970,1262,1088
g02971,566,592
g02972,0,1
g02973,1,2
g02974,1638,1642
g02975,322,322
g02976,182,176
g02977,8,7
g02978,632,721
g02979,1651,1307
g02980,386,416
g02981,1338,773
g02982,29,34
g02983,6,3
g02984,1,0
g02985,169,149
g02986,11,10
g02987,0,0
g02988,0,0
g02989,0,1
g02990,0,2
g02991,0,0
g02992,0,0
g02993,3,0
g02994,0,1
g02995,4,3
g02996,253,224
g02997,10211,8641
g02998,18963,16141
g02999,56,47
g03000,11,10
g03001,1093,916
g03002,107,138
g03003,67,79
g03004,99,57
g03005,1,1
g03006,0,3
g03007,3,5
g03008,0,0
g03009,0,0
g03010,2,1
g03011,1,0
g03012,17,4
g03013,1,2
g03014,0,0
g03015,0,0
g03016,94,95
g03017,952,820
g03018,1146,967
g03019,1,0
g03020,1,2
g03021,0,0
g03022,0,0
g03023,0,0
g03024,0,0
g03025,0,0
g03026,0,0
g03027,0,0
g03028,0,0
g03029,0,0
g03030,0,0
g03031,0,0
g03032,0,0
g03033,0,0
g03034,218,232
g03035,2,6
g03036,798,786
g03037,3,0
g03038,240,232
g03039,585,630
g03040,6,1
g03041,442,429
g03042,1,1
g03043,1361,1375
g03044,121,101
g03045,1900,1780
g03046,245,262
g03047,23,19
g03048,425,457
g03049,6869,6678
g03050,0,0
g03051,5075,4695
g03052,590,508
g03053,1055,1004
g03054,484,530
g03055,11,8
g03056,21,33
g03057,55,52
g03058,101,70
g03059,14,12
g03060,0,0
g03061,0,0
g03062,0,0
g03063,0,0
g03064,0,0
g03065,0,0
g03066,59,58
g03067,0,0
g03068,0,0
g03069,4,3
g03070,756,671
g03071,1053,871
g03072,291,254
g03073,6320,6014
g03074,894,796
g03075,611,557
g03076,629,486
g03077,102,145
g03078,140,136
g03079,507,629
g03080,915,843
g03081,443,427
g03082,152,235
g03083,504,488
g03084,586,598
g03085,91,106
g03086,4924,4302
g03087,8,7
g03088,0,0
g03089,2,4
g03090,0,0
g03091,2173,1806
g03092,106,133
g03093,8,3
g03094,2704,2883
g03095,1382,1407
g03096,10,7
g03097,1,0
g03098,3502,2907
g03099,11,22
g03100,4435,4241
g03101,11,12
g03102,221,429
g03103,8,12
g03104,0,0
g03105,11,12
g03106,0,0
g03107,1,4
g03108,1,0
g03109,3203,3055
g03110,0,2
g03111,620,581
g03112,7,12
g03113,3,4
g03114,709,780
g03115,0,0
g03116,151,126
g03117,0,0
g03118,145,110
g03119,73,49
g03120,409,387
g03121,589,561
g03122,2007,1864
g03123,0,0
g03124,0,0
g03125,0,1
g03126,31,24
g03127,10,3
g03128,0,0
g03129,850,799
g03130,1254,1234
g03131,747,732
g03132,0,0
g03133,44,50
g03134,1282,1083
g03135,942,6649
g03136,224,246
g03137,5190,4675
g03138,87,63
g03139,164,106
g03140,2472,2759
g03141,0,3
g03142,0,2
g03143,0,0
g03144,0,0
g03145,331,326
g03146,984,1113
g03147,12855,12933
g03148,32276,33104
g03149,1156,1111
g03150,2279,2081
g03151,7,10
g03152,0,0
g03153,0,0
g03154,9,6
g03155,1077,971
g03156,793,788
g03157,489,503
g03158,6,5
g03159,315,288
g03160,2,0
g03161,1793,1948
g03162,41,38
g03163,1,0
g03164,601,501
g03165,718,731
g03166,130,112
g03167,9,5
g03168,194,167
g03169,173,137
g03170,388,258
g03171,658,645
g03172,705,642
g03173,756,600
g03174,0,0
g03175,0,0
g03176,0,0
g03177,0,0
g03178,0,0
g03179,0,0
g03180,0,0
g03181,0,1
g03182,0,0
g03183,0,0
g03184,0,0
g03185,0,0
g03186,0,0
g03187,0,0
g03188,0,0
g03189,0,0
g03190,2,2
g03191,0,1
g03192,0,0
g03193,0,0
g03194,0,0
g03195,0,0
g03196,1,0
g03197,0,0
g03198,0,0
g03199,1,0
g03200,0,0
g03201,0,0
g03202,0,0
g03203,114,121
g03204,88,96
g03205,265,285
g03206,0,0
g03207,2530,2316
g03208,294,292
g03209,178,177
g03210,2725,2661
g03211,9,9
g03212,19,29
g03213,432,401
g03214,1455,1080
g03215,18,16
g03216,138,105
g03217,3,4
g03218,8,6
g03219,469,295
g03220,178,173
g03221,344,326
g03222,159,175
g03223,2654,2685
g03224,110,104
g03225,51,47
g03226,2,1
g03227,684,599
g03228,405,393
g03229,176,137
g03230,405,397
g03231,228,188
g03232,18,13
g03233,1,0
g03234,0,1
g03235,0,0
g03236,3897,3210
g03237,34,31
g03238,8,10
g03239,500,401
g03240,170,149
g03241,1214,1115
g03242,184,173
g03243,3,2
g03244,387,412
g03245,12,23
g03246,21,27
g03247,781,691
g03248,30,40
g03249,1528,1435
g03250,1555,1383
g03251,28,24
g03252,507,413
g03253,888,832
g03254,771,824
g03255,11,8
g03256,1375,1179
g03257,0,0
g03258,830,817
g03259,2087,2065
g03260,244,207
g03261,1,0
g03262,342,299
g03263,577,628
g03264,486,450
g03265,1,0
g03266,225,225
g03267,564,506
g03268,473,416
g03269,35,22
g03270,539,601
g03271,542,330
g03272,7,14
g03273,2583,2571
g03274,0,2
g03275,486,432
g03276,74,78
g03277,3,0
g03278,24,34
g03279,0,0
g03280,12,11
g03281,2062,2015
g03282,481,478
g03283,4,7
g03284,86,79
g03285,831,790
g03286,533,420
g03287,181,108
g03288,1509,1118
g03289,114,118
g03290,1222,1001
g03291,480,447
g03292,386,381
g03293,68,64
g03294,138,157
g03295,38,42
g03296,363,275
g03297,3306,3391
g03298,78,71
g03299,171,142
g03300,4,9
g03301,1023,1215
g03302,1020,1210
g03303,172,138
g03304,41,22
g03305,445,392
g03306,13,12
g03307,11,10
g03308,9,5
g03309,347,314
g03310,208,218
g03311,87,121
g03312,84,79
g03313,468,405
g03314,14,13
g03315,305,330
g03316,4,2
g03317,0,0
g03318,1601,2155
g03319,308,287
g03320,237,210
g03321,53,50
g03322,46,45
g03323,77,75
g03324,678,612
g03325,79,84
g03326,17,18
g03327,0,3
g03328,2293,1973
