,wt_E16.5_f4,wt_E16.5_f5
g15560,12,16
g15561,1962,1741
g15562,3,1
g15563,834,779
g15564,0,1
g15565,14,6
g15566,900,748
g15567,1430,1218
g15568,72,39
g15569,335,328
g15570,0,0
g15571,0,0
g15572,0,0
g15573,0,0
g15574,0,0
g15575,0,0
g15576,0,0
g15577,0,0
g15578,0,0
g15579,0,0
g15580,0,0
g15581,2,4
g15582,410,376
g15583,2,3
g15584,508,477
g15585,1,0
g15586,269,284
g15587,28,40
g15588,190,145
g15589,1398,1477
g15590,245,236
g15591,692,904
g15592,50,61
g15593,150,178
g15594,338,294
g15595,269,254
g15596,180,177
g15597,218,201
g15598,199,219
g15599,924,884
g15600,562,553
g15601,2172,1882
g15602,147,165
g15603,320,318
g15604,21,22
g15605,3,0
g15606,7,11
g15607,1,2
g15608,319,294
g15609,0,0
g15610,0,0
g15611,49,71
g15612,715,667
g15613,0,0
g15614,19,17
g15615,112,45
g15616,208,202
g15617,3191,3348
g15618,45,32
g15619,26,24
g15620,0,0
g15621,1,1
g15622,1567,1633
g15623,1583,1243
g15624,1446,1414
g15625,35,41
g15626,137,167
g15627,9,11
g15628,763,717
g15629,0,0
g15630,0,1
g15631,230,175
g15632,918,959
g15633,474,420
g15634,13,8
g15635,14,6
g15636,4,1
g15637,236,204
g15638,242,209
g15639,1209,975
g15640,881,698
g15641,281,273
g15642,1858,1702
g15643,236,242
g15644,80,77
g15645,394,269
g15646,11,12
g15647,235,228
g15648,0,0
g15649,79,44
g15650,0,0
g15651,0,0
g15652,3,5
g15653,13,16
g15654,215,208
g15655,0,3
g15656,916,831
g15657,2395,2591
g15658,15,12
g15659,119,119
g15660,515,429
g15661,0,2
g15662,0,1
g15663,1,0
g15664,1,1
g15665,0,1
g15666,479,480
g15667,1,2
g15668,60,55
g15669,29,26
g15670,721,688
g15671,110,88
g15672,0,2
g15673,0,1
g15674,0,1
g15675,227,236
g15676,22,15
g15677,0,0
g15678,1910,1692
g15679,104,69
g15680,18,12
g15681,0,0
g15682,3,0
g15683,190,170
g15684,0,0
g15685,218,188
g15686,142,174
g15687,65,28
g15688,738,935
g15689,151,137
g15690,0,1
g15691,1620,1498
g15692,331,261
g15693,1571,1368
g15694,481,679
g15695,1475,1736
g15696,7,6
g15697,3,4
g15698,134,122
g15699,1811,1690
g15700,308,269
g15701,400,371
g15702,0,0
g15703,914,711
g15704,404,307
g15705,566,500
g15706,944,868
g15707,212,252
g15708,244,265
g15709,2,0
g15710,364,296
g15711,1723,1793
g15712,33,46
g15713,0,2
g15714,0,0
g15715,9,6
g15716,1353,1453
g15717,5,4
g15718,13,13
g15719,5,17
g15720,413,331
g15721,201,165
g15722,2604,2209
g15723,206,176
g15724,1,0
g15725,1241,1117
g15726,0,0
g15727,942,886
g15728,9,12
g15729,0,0
g15730,14,18
g15731,0,0
g15732,726,735
g15733,423,371
g15734,0,0
g15735,76,85
g15736,92,68
g15737,21,15
g15738,190,186
g15739,244,228
g15740,430,407
g15741,2,0
g15742,58,56
g15743,66,65
g15744,287,249
g15745,0,0
g15746,0,0
g15747,206,194
g15748,3563,3626
g15749,27,26
g15750,425,440
g15751,4,3
g15752,1,3
g15753,941,832
g15754,889,814
g15755,870,775
g15756,3,1
g15757,4,3
g15758,1282,1099
g15759,781,831
g15760,0,0
g15761,3,0
g15762,0,0
g15763,38,48
g15764,255,242
g15765,2726,2614
g15766,3,8
g15767,173,147
g15768,50,22
g15769,0,1
g15770,28,13
g15771,143,148
g15772,502,372
g15773,1873,1712
g15774,9,14
g15775,0,1
g15776,4,3
g15777,670,678
g15778,9,14
g15779,885,727
g15780,2221,1933
g15781,1703,1632
g15782,182,171
g15783,638,587
g15784,0,2
g15785,0,0
g15786,0,1
g15787,1,0
g15788,1,0
g15789,0,3
g15790,567,558
g15791,239,205
g15792,395,419
g15793,186,195
g15794,514,492
g15795,30,14
g15796,815,904
g15797,10,11
g15798,432,419
g15799,250,234
g15800,303,277
g15801,1,2
g15802,57,76
g15803,21,20
g15804,21,6
g15805,0,0
g15806,723,662
g15807,144,150
g15808,43,55
g15809,224,192
g15810,456,436
g15811,11,27
g15812,6,7
g15813,4,6
g15814,2,4
g15815,1313,1324
g15816,216,168
g15817,2748,2312
g15818,6,5
g15819,17,9
g15820,0,0
g15821,3,1
g15822,213,198
g15823,27,9
g15824,0,1
g15825,474,423
g15826,38,52
g15827,803,627
g15828,3920,3768
g15829,385,390
g15830,249,223
g15831,1065,1079
g15832,1827,1600
g15833,24,35
g15834,1,0
g15835,671,707
g15836,12,10
g15837,265,272
g15838,4,4
g15839,4,9
g15840,18,18
g15841,3,1
g15842,16,9
g15843,883,744
g15844,8,7
g15845,7,13
g15846,621,614
g15847,31,22
g15848,5,7
g15849,0,6
g15850,137,152
g15851,176,145
g15852,1,2
g15853,1,0
g15854,266,208
g15855,5,1
g15856,0,0
g15857,9,9
g15858,80,73
g15859,5,3
g15860,1490,1244
g15861,5,5
g15862,160,131
g15863,80,97
g15864,463,497
g15865,2081,2183
g15866,547,460
g15867,12,11
g15868,0,0
g15869,83,58
g15870,0,2
g15871,2239,1978
g15872,0,0
g15873,0,0
g15874,0,0
g15875,1,0
g15876,0,1
g15877,260,197
g15878,314,402
g15879,0,0
g15880,355,322
g15881,15,10
g15882,3542,2771
g15883,12,11
g15884,790,749
g15885,504,454
g15886,1458,1088
g15887,738,739
g15888,1465,1793
g15889,2116,1925
g15890,0,1
g15891,343,310
g15892,12,15
g15893,226,218
g15894,0,1
g15895,1792,1565
g15896,830,806
g15897,53,83
g15898,1,1
g15899,70,59
g15900,1,0
g15901,2414,2031
g15902,4,7
g15903,594,626
g15904,260,229
g15905,2726,2381
g15906,196,176
g15907,3,3
g15908,0,1
g15909,0,1
g15910,0,0
g15911,131,87
g15912,13,8
g15913,445,393
g15914,99,89
g15915,7,5
g15916,0,0
g15917,928,997
g15918,591,526
g15919,805,788
g15920,374,340
g15921,386,379
g15922,2219,2185
g15923,4,4
g15924,1585,1573
g15925,295,304
g15926,91,86
g15927,201,195
g15928,4,6
g15929,310,265
g15930,3,6
g15931,5,7
g15932,89,82
g15933,199,202
g15934,61,56
g15935,498,408
g15936,78,45
g15937,0,0
g15938,500,605
g15939,84,80
g15940,1,1
g15941,572,449
g15942,522,545
g15943,18,18
g15944,40,39
g15945,1007,899
g15946,1,0
g15947,284,234
g15948,443,402
g15949,123,129
g15950,240,199
g15951,6,8
g15952,507,514
g15953,1,1
g15954,1393,1562
g15955,151,145
g15956,775,808
g15957,0,1
g15958,0,4
g15959,0,0
g15960,64,40
g15961,971,654
g15962,11,6
g15963,0,0
g15964,240,235
g15965,40,31
g15966,565,522
g15967,72,60
g15968,2151,2016
g15969,167,163
g15970,167,174
g15971,194,178
g15972,1,4
g15973,571,552
g15974,39,38
g15975,254,254
g15976,8,6
g15977,17,25
g15978,33,21
g15979,449,445
g15980,0,0
g15981,1,1
g15982,276,252
g15983,0,0
g15984,157,125
g15985,0,0
g15986,1443,1304
g15987,23,21
g15988,26,18
g15989,175,176
g15990,26,23
g15991,0,0
g15992,1189,1073
g15993,2241,2408
g15994,183,124
g15995,217,199
g15996,554,420
g15997,116,108
g15998,734,738
g15999,8,7
g16000,1,4
g16001,148,95
g16002,29,26
g16003,1043,1035
g16004,455,412
g16005,93,77
g16006,6,6
g16007,0,0
g16008,541,506
g16009,1110,1073
g16010,433,412
g16011,162,174
g16012,0,0
g16013,0,0
g16014,109,73
g16015,2313,2187
g16016,0,0
g16017,0,1
g16018,118,121
g16019,0,4
g16020,267,192
g16021,12,4
g16022,36,43
g16023,0,0
g16024,1,0
g16025,0,0
g16026,0,0
g16027,1120,1057
g16028,260,228
g16029,1097,1032
g16030,69,83
g16031,367,292
g16032,0,0
g16033,1,1
g16034,0,0
g16035,312,287
g16036,23,16
g16037,370,383
g16038,3,4
g16039,1343,1166
g16040,1515,1522
g16041,0,1
g16042,1,0
g16043,1926,1592
g16044,1159,916
g16045,1463,1540
g16046,2,1
g16047,11,24
g16048,1833,1935
g16049,590,671
g16050,1729,1811
g16051,790,923
g16052,913,912
g16053,764,721
g16054,347,334
g16055,189,172
g16056,644,536
g16057,126,97
g16058,7,7
g16059,20,18
g16060,58,72
g16061,50,50
g16062,147,101
g16063,123,167
g16064,263,266
g16065,758,590
g16066,0,2
g16067,488,561
g16068,176,172
g16069,482,438
g16070,31,24
g16071,0,0
g16072,0,0
g16073,0,0
g16074,0,0
g16075,0,0
g16076,0,0
g16077,0,0
g16078,0,0
g16079,0,0
g16080,0,0
g16081,0,0
g16082,0,0
g16083,0,0
g16084,0,0
g16085,0,0
g16086,0,0
g16087,0,0
g16088,0,0
g16089,0,0
g16090,0,0
g16091,0,0
g16092,0,0
g16093,0,0
g16094,0,0
g16095,0,0
g16096,0,0
g16097,0,0
g16098,0,0
g16099,0,0
g16100,0,0
g16101,0,0
g16102,0,0
g16103,0,0
g16104,0,0
g16105,0,0
g16106,0,0
g16107,0,0
g16108,0,0
g16109,0,0
g16110,0,2
g16111,251,200
g16112,349,301
g16113,2,6
g16114,285,285
g16115,1053,1092
g16116,304,262
g16117,331,307
g16118,781,664
g16119,864,637
g16120,642,570
g16121,125,70
g16122,514,476
g16123,8,7
g16124,551,502
g16125,24,31
g16126,0,0
g16127,38222,40665
g16128,159,135
g16129,226,205
g16130,15,11
g16131,28,30
g16132,15180,12007
g16133,5117,4451
g16134,813,684
g16135,648,481
g16136,764,751
g16137,115,109
g16138,443,428
g16139,5,4
g16140,129,108
g16141,0,0
g16142,110,73
g16143,0,1
g16144,0,0
g16145,21,22
g16146,24,15
g16147,2,0
g16148,0,0
g16149,0,0
g16150,0,0
g16151,0,0
g16152,0,0
g16153,1003,1110
g16154,654,617
g16155,2,8
g16156,2363,1879
g16157,364,374
g16158,22,20
g16159,904,1030
g16160,3,1
g16161,523,491
g16162,1,0
g16163,2,0
g16164,0,0
g16165,1,0
g16166,617,522
g16167,217,192
g16168,596,511
g16169,16,21
g16170,220,172
g16171,358,330
g16172,167,183
g16173,285,233
g16174,2,1
g16175,98,87
g16176,282,262
g16177,730,673
g16178,1047,1102
g16179,306,251
g16180,80,77
g16181,1,0
g16182,0,3
g16183,34,14
g16184,1,3
g16185,3,3
g16186,4,6
g16187,264,276
g16188,650,634
g16189,835,807
g16190,1578,1490
g16191,238,231
g16192,1,0
g16193,102,96
g16194,9,9
g16195,478,708
g16196,428,417
g16197,870,829
g16198,17,24
g16199,102,80
g16200,104,85
g16201,6,3
g16202,114,133
g16203,70,50
g16204,1511,1464
g16205,1115,1060
g16206,323,420
g16207,330,280
g16208,4,4
g16209,764,664
g16210,897,991
g16211,1,1
g16212,294,322
g16213,2,0
g16214,688,722
g16215,287,284
g16216,310,211
g16217,17,20
g16218,679,617
g16219,35,44
g16220,0,0
g16221,7,4
g16222,3,3
g16223,592,602
g16224,107,100
g16225,1,0
g16226,423,441
g16227,1588,1423
g16228,15,5
g16229,0,3
g16230,0,1
g16231,0,1
g16232,0,1
g16233,1737,1541
g16234,2,1
g16235,0,1
g16236,0,0
g16237,0,0
g16238,0,1
g16239,0,0
g16240,1,0
g16241,212,215
g16242,1824,1655
g16243,0,0
g16244,59,46
g16245,712,672
g16246,267,252
g16247,356,341
g16248,144,213
g16249,8,12
g16250,0,0
g16251,129,115
g16252,842,992
g16253,12,19
g16254,0,0
g16255,5253,4395
g16256,0,1
g16257,2386,2265
g16258,0,3
g16259,4,2
g16260,1301,1246
g16261,217,280
g16262,622,570
g16263,752,746
g16264,0,0
g16265,117,113
g16266,311,331
g16267,3,2
g16268,384,384
g16269,0,0
g16270,0,1
g16271,341,308
g16272,31,25
g16273,1658,1305
g16274,3,11
g16275,1835,1837
g16276,0,0
g16277,747,974
g16278,125,130
g16279,1285,1152
g16280,1,2
g16281,3,1
g16282,2233,2232
g16283,4,4
g16284,949,871
g16285,221,171
g16286,394,353
g16287,8,7
g16288,1631,1328
g16289,119,118
g16290,6165,5493
g16291,953,675
g16292,212,214
g16293,339,334
g16294,449,390
g16295,839,469
g16296,0,0
g16297,0,0
g16298,0,0
g16299,0,0
g16300,1,0
g16301,0,0
g16302,0,0
g16303,0,0
g16304,0,0
g16305,0,0
g16306,0,0
g16307,0,0
g16308,0,0
g16309,0,0
g16310,0,0
g16311,0,0
g16312,0,0
g16313,0,0
g16314,0,0
g16315,1,0
g16316,0,0
g16317,0,1
g16318,0,0
g16319,170,136
g16320,1015,897
g16321,1292,1014
g16322,774,765
g16323,261,200
g16324,524,496
g16325,1,3
g16326,10,13
g16327,436,419
g16328,49,42
g16329,324,343
g16330,353,361
g16331,8,9
g16332,222,207
g16333,343,314
g16334,0,2
g16335,2,2
g16336,1014,1062
g16337,1,3
g16338,1060,1374
g16339,2,4
g16340,22,23
g16341,163,195
g16342,10,12
g16343,96,89
g16344,695,537
g16345,278,229
g16346,111,120
g16347,1,1
g16348,0,0
g16349,12,9
g16350,1,0
g16351,2355,2290
g16352,4,7
g16353,147,139
g16354,169,190
g16355,405,372
g16356,57,61
g16357,239,304
g16358,710,690
g16359,916,901
g16360,744,699
g16361,109,99
g16362,1,3
g16363,0,0
g16364,0,0
g16365,0,0
g16366,0,0
g16367,0,0
g16368,0,0
g16369,0,0
g16370,10,9
g16371,0,0
g16372,0,0
g16373,0,0
g16374,0,0
g16375,0,0
g16376,95,78
g16377,22,20
g16378,771,732
g16379,338,331
g16380,1228,1177
g16381,0,0
g16382,40,38
g16383,620,649
g16384,2728,2537
g16385,3,1
g16386,3477,3954
g16387,626,678
g16388,681,722
g16389,5,5
g16390,3410,3150
g16391,589,547
g16392,0,2
g16393,396,332
g16394,1601,1428
g16395,630,618
g16396,89,112
g16397,466,417
g16398,535,496
g16399,56,78
g16400,23,15
g16401,372,368
g16402,6,15
g16403,193,214
g16404,364,350
g16405,3,5
g16406,683,601
g16407,1225,1199
g16408,101,90
g16409,88,72
g16410,385,335
g16411,13,8
g16412,642,505
g16413,876,883
g16414,1,0
g16415,93,90
g16416,0,0
g16417,0,0
g16418,0,0
g16419,0,0
g16420,0,0
g16421,0,0
g16422,0,0
g16423,0,0
g16424,0,0
g16425,0,0
g16426,3075,2855
g16427,0,0
g16428,0,0
g16429,2,1
g16430,0,0
g16431,0,0
g16432,0,0
g16433,0,0
g16434,0,0
g16435,0,0
g16436,0,0
g16437,0,0
g16438,0,0
g16439,0,0
g16440,0,0
g16441,0,0
g16442,0,0
g16443,0,0
g16444,0,0
g16445,0,0
g16446,0,0
g16447,0,0
g16448,0,0
g16449,2,3
g16450,0,0
g16451,493,557
g16452,0,4
g16453,109,122
g16454,1,0
g16455,0,0
g16456,0,1
g16457,8,9
g16458,9,5
g16459,0,0
g16460,95,73
g16461,152,138
g16462,100,73
g16463,1395,1186
g16464,15,9
g16465,241,211
g16466,15,11
g16467,0,1
g16468,654,644
g16469,3,4
g16470,1,4
g16471,1030,958
g16472,0,0
g16473,1219,973
g16474,1,0
g16475,67,59
g16476,40,35
g16477,553,487
g16478,1,0
g16479,1,0
g16480,0,0
g16481,1,0
g16482,185,163
g16483,39,26
g16484,0,0
g16485,0,0
g16486,59,78
g16487,3,5
g16488,1406,1846
g16489,1,5
g16490,185,184
g16491,1,2
g16492,167,103
g16493,399,407
g16494,0,2
g16495,156,149
g16496,5,6
g16497,1,1
g16498,615,581
g16499,1411,1511
g16500,25,20
g16501,0,0
g16502,103,115
g16503,5,5
g16504,85,88
g16505,173,166
g16506,93,83
g16507,70,59
g16508,1155,986
g16509,315,282
g16510,1,1
g16511,836,991
g16512,229,278
g16513,2372,2506
g16514,14,6
g16515,0,0
g16516,5,3
g16517,470,440
g16518,58,64
g16519,692,542
g16520,754,696
g16521,0,0
g16522,56,155
g16523,0,0
g16524,0,0
g16525,0,0
g16526,354,381
g16527,58,72
g16528,7,8
g16529,0,0
g16530,2,1
g16531,1,0
g16532,89,76
g16533,776,756
g16534,146,153
g16535,0,1
g16536,0,0
g16537,188,167
g16538,0,0
g16539,0,2
g16540,2,1
g16541,19,34
g16542,0,0
g16543,2,1
g16544,34,27
g16545,215,219
g16546,1148,1179
g16547,5,1
g16548,2071,2131
g16549,328,374
g16550,0,1
g16551,2119,2101
g16552,2,3
g16553,981,751
g16554,91,105
g16555,750,670
g16556,6,3
g16557,44,44
g16558,148,137
g16559,774,744
g16560,459,525
g16561,59,53
g16562,0,0
g16563,187,198
g16564,1148,1195
g16565,366,394
g16566,6,2
g16567,178,212
g16568,101,71
g16569,1,3
g16570,321,333
g16571,559,620
g16572,84,116
g16573,1,2
g16574,88,99
g16575,35,36
g16576,821,687
g16577,520,451
g16578,284,358
g16579,6,5
g16580,53,49
g16581,384,345
g16582,200,173
g16583,0,3
g16584,1611,1413
g16585,230,184
g16586,2,1
g16587,754,668
g16588,733,782
g16589,5,4
g16590,496,447
g16591,116,116
g16592,933,837
g16593,686,569
g16594,271,257
g16595,153,153
g16596,509,491
g16597,287,274
g16598,79,46
g16599,4,0
g16600,2476,1900
g16601,12,10
g16602,1259,1260
g16603,5,2
g16604,1223,1135
g16605,110,99
g16606,1393,1018
g16607,0,0
g16608,14,18
g16609,180,156
g16610,1327,1051
g16611,14,7
g16612,10,11
g16613,0,1
g16614,212,194
g16615,244,221
g16616,444,306
g16617,63,85
g16618,96,85
g16619,150,131
g16620,330,250
g16621,790,405
g16622,26,6
g16623,0,0
g16624,172,133
g16625,226,142
g16626,641,607
g16627,15,12
g16628,37,34
g16629,9,5
g16630,127,149
g16631,1,0
g16632,9,9
g16633,13,28
g16634,0,0
g16635,1395,1220
g16636,412,468
g16637,139,133
g16638,1041,903
g16639,0,1
g16640,2,2
g16641,0,0
g16642,1,0
g16643,0,0
g16644,0,1
g16645,0,0
g16646,0,1
g16647,0,0
g16648,2,2
g16649,206,130
g16650,796,814
g16651,5,3
g16652,77,77
g16653,234,242
g16654,502,451
g16655,0,1
g16656,2,3
g16657,529,497
g16658,257,255
g16659,23,15
g16660,1563,1201
g16661,1812,1680
g16662,192,189
g16663,41,44
g16664,631,567
g16665,14,22
g16666,0,0
g16667,0,0
g16668,407,462
g16669,1160,1227
g16670,102,113
g16671,116,128
g16672,863,778
g16673,103,92
g16674,32,28
g16675,1883,1677
g16676,4379,4345
g16677,17,13
g16678,1585,1375
g16679,148,215
g16680,63,60
g16681,149,137
g16682,389,353
g16683,102,80
g16684,11,4
g16685,0,1
g16686,14,32
g16687,465,442
g16688,670,595
g16689,490,395
g16690,1702,1622
g16691,129,106
g16692,6,6
g16693,724,429
g16694,1111,1065
g16695,2,5
g16696,15,19
g16697,762,683
g16698,2,3
g16699,247,218
g16700,55,53
g16701,659,594
g16702,2,3
g16703,1004,975
g16704,430,330
g16705,0,0
g16706,262,264
g16707,91,81
g16708,603,547
g16709,1250,1038
g16710,203,189
g16711,510,550
g16712,20,21
g16713,269,234
g16714,1363,1267
g16715,3299,3536
g16716,190,162
g16717,673,743
g16718,744,619
g16719,12729,9451
g16720,964,1002
g16721,3,5
g16722,741,729
g16723,164,114
g16724,431,345
g16725,1560,1063
g16726,842,804
g16727,39,33
g16728,0,0
g16729,0,0
g16730,0,1
g16731,0,0
g16732,1,0
g16733,0,1
g16734,0,0
g16735,0,0
g16736,0,0
g16737,0,0
g16738,0,2
g16739,1,1
g16740,1,0
g16741,0,1
g16742,0,1
g16743,2202,2258
g16744,2,5
g16745,571,562
g16746,120,146
g16747,11,30
g16748,395,388
g16749,10,3
g16750,245,275
g16751,1600,1575
g16752,11,16
g16753,3854,3767
g16754,90,72
g16755,7,3
g16756,0,0
g16757,79,59
g16758,0,2
g16759,5,7
g16760,18,19
g16761,604,615
g16762,0,1
g16763,0,0
g16764,21,37
g16765,37,30
g16766,91,101
g16767,208,275
g16768,1,0
g16769,801,739
g16770,0,0
g16771,128,140
g16772,79,83
g16773,303,294
g16774,2,4
g16775,5,1
g16776,2,3
g16777,123,109
g16778,60,63
g16779,521,517
g16780,80,74
g16781,534,536
g16782,0,0
g16783,1392,1248
g16784,0,0
g16785,0,0
g16786,0,0
g16787,0,0
g16788,0,0
g16789,0,0
g16790,0,0
g16791,0,0
g16792,657,622
g16793,2749,2452
g16794,0,0
g16795,563,556
g16796,858,739
g16797,310,260
g16798,12,13
g16799,1,3
g16800,392,321
g16801,1,2
g16802,2,1
g16803,269,322
g16804,0,1
g16805,406,347
g16806,21,26
g16807,2,2
g16808,9947,9935
g16809,961,966
g16810,152,126
g16811,487,381
g16812,64,36
g16813,9,10
g16814,427,387
g16815,644,546
g16816,0,0
g16817,4,2
g16818,460,436
g16819,557,519
g16820,264,276
g16821,932,864
g16822,0,2
g16823,918,899
g16824,3,2
g16825,385,438
g16826,215,199
g16827,339,310
g16828,14,37
g16829,4,3
g16830,0,0
g16831,575,630
g16832,163,180
g16833,113,116
g16834,1140,858
g16835,29,20
g16836,436,381
g16837,141,126
g16838,98,81
g16839,13,14
g16840,0,0
g16841,12,9
g16842,482,552
g16843,67,55
g16844,199,189
g16845,799,645
g16846,619,564
g16847,150,183
g16848,1909,1688
g16849,1064,1098
g16850,607,578
g16851,195,162
g16852,411,332
g16853,111,74
g16854,10,15
g16855,492,571
g16856,640,715
g16857,203,186
g16858,718,692
g16859,109,103
g16860,1396,1495
g16861,69,59
g16862,576,531
g16863,560,576
g16864,1382,1315
g16865,3561,3953
g16866,283,275
g16867,317,297
g16868,33,32
g16869,36,26
g16870,192,203
g16871,160,154
g16872,777,512
g16873,299,180
g16874,325,368
g16875,0,0
g16876,0,1
g16877,4,5
g16878,0,2
g16879,0,0
g16880,113,138
g16881,5,7
g16882,741,844
g16883,27,8
g16884,205,256
g16885,101,146
g16886,124,131
g16887,2388,2067
g16888,0,0
g16889,579,489
g16890,1506,1222
g16891,82,51
g16892,521,547
g16893,304,288
g16894,1161,1091
g16895,575,689
g16896,226,197
g16897,2213,2071
g16898,62,47
g16899,188,169
g16900,5,5
g16901,726,619
g16902,2,3
g16903,1,1
g16904,1459,1542
g16905,87,138
g16906,41,48
g16907,19,20
g16908,2623,2285
g16909,577,478
g16910,71,46
g16911,185,166
g16912,298,269
g16913,2256,2102
g16914,412,454
g16915,93,69
g16916,1667,1625
g16917,139,192
g16918,1849,1908
g16919,2355,2147
g16920,0,1
g16921,0,1
g16922,10,17
g16923,171,197
g16924,4954,4145
g16925,533,483
g16926,2,2
g16927,472,423
g16928,0,1
g16929,205,184
g16930,40,29
g16931,427,403
g16932,700,672
g16933,115,111
g16934,1842,2027
g16935,7,8
g16936,591,609
g16937,583,660
g16938,2,4
g16939,114,94
g16940,278,253
g16941,768,843
g16942,5,3
g16943,141,124
g16944,1329,1352
g16945,13,7
g16946,1,0
g16947,1091,1207
g16948,1,2
g16949,471,439
g16950,17,7
g16951,315,267
g16952,12,9
g16953,256,280
g16954,7,3
g16955,23,23
g16956,16,14
g16957,6,8
g16958,303,268
g16959,366,291
g16960,603,554
g16961,241,185
g16962,116,93
g16963,212,162
g16964,256,323
g16965,192,196
g16966,122,170
g16967,2091,1601
g16968,1249,1121
g16969,26,35
g16970,1118,1107
g16971,88,94
g16972,24,33
g16973,493,478
g16974,50,42
g16975,810,731
g16976,1451,1164
g16977,295,247
g16978,16,8
g16979,567,732
g16980,1064,1225
g16981,3,2
g16982,8,16
g16983,678,645
g16984,1554,1340
g16985,471,487
g16986,590,539
g16987,501,609
g16988,6,7
g16989,1177,1169
g16990,65,91
g16991,150,206
g16992,885,815
g16993,3,0
g16994,104,87
g16995,222,187
g16996,4308,3818
g16997,328,387
g16998,0,0
g16999,193,193
g17000,1315,1618
g17001,477,475
g17002,209,193
g17003,396,438
g17004,1,1
g17005,716,745
g17006,65,28
g17007,20,26
g17008,1276,1527
g17009,492,437
g17010,0,2
g17011,1,1
g17012,101,73
g17013,135,146
g17014,71,87
g17015,108,109
g17016,420,390
g17017,98,75
g17018,75,72
g17019,196,151
g17020,639,670
g17021,0,0
g17022,358,258
g17023,621,431
g17024,67,58
g17025,764,645
g17026,499,604
g17027,312,316
g17028,707,580
g17029,970,890
g17030,8,8
g17031,815,808
g17032,1351,1371
g17033,669,570
g17034,185,170
g17035,68,99
g17036,1990,1925
g17037,785,1151
g17038,5,6
g17039,39,29
g17040,333,242
g17041,11,8
g17042,227,172
g17043,5,3
g17044,1756,1736
g17045,6,7
g17046,106,100
g17047,1471,1089
g17048,1036,813
g17049,805,795
g17050,1228,1072
g17051,79,69
g17052,1046,953
g17053,424,392
g17054,354,322
g17055,561,581
g17056,349,303
g17057,1695,1685
g17058,34,37
g17059,1068,1028
g17060,461,467
g17061,425,368
g17062,134,125
g17063,873,895
g17064,1473,1266
g17065,137,105
g17066,0,2
g17067,4,7
g17068,1638,1740
g17069,1279,1115
g17070,0,0
g17071,0,0
g17072,815,811
g17073,355,327
g17074,476,425
g17075,566,485
g17076,358,292
g17077,10,14
g17078,412,392
g17079,6,7
g17080,718,726
g17081,5381,4866
g17082,0,1
g17083,2,3
g17084,0,3
g17085,5175,5451
g17086,9,8
g17087,1360,1316
g17088,36,37
g17089,11,14
g17090,48,43
g17091,908,1014
g17092,7,11
g17093,1041,1115
g17094,2209,2025
g17095,11,5
g17096,12,11
g17097,3040,3146
g17098,1185,1121
g17099,16,19
g17100,0,0
g17101,452,327
g17102,36,31
g17103,0,2
g17104,2,1
g17105,0,1
g17106,9234,6057
g17107,23,19
g17108,143,102
g17109,0,0
g17110,0,0
g17111,141,137
g17112,0,0
g17113,140,119
g17114,2,2
g17115,361,453
g17116,694,751
g17117,2,1
g17118,1082,1571
g17119,271,235
g17120,288,268
g17121,264,241
g17122,1269,1239
g17123,2945,3377
g17124,593,451
g17125,881,979
g17126,5,2
g17127,59,54
g17128,0,1
g17129,10,10
g17130,3,5
g17131,0,2
g17132,1696,1193
g17133,2463,2026
g17134,0,2
g17135,3,5
g17136,29,43
g17137,11,5
g17138,18,12
g17139,0,2
g17140,175,159
g17141,21,19
g17142,11,15
g17143,1349,1293
g17144,1090,1158
g17145,2243,3236
g17146,309,291
g17147,191,177
g17148,795,730
g17149,10,14
g17150,2071,1807
g17151,586,607
g17152,20,24
g17153,0,2
g17154,207,243
g17155,9,4
g17156,638,493
g17157,24,24
g17158,2,3
g17159,0,1
g17160,3,2
g17161,333,392
g17162,0,0
g17163,685,624
g17164,474,538
g17165,59,56
g17166,111,133
g17167,9,4
g17168,6,0
g17169,18,9
g17170,75,56
g17171,599,440
g17172,1595,1393
g17173,814,725
g17174,1,2
g17175,302,302
g17176,256,244
g17177,7,10
g17178,0,0
g17179,0,0
g17180,806,744
g17181,266,262
g17182,126,105
g17183,3,1
g17184,3,1
g17185,174,153
g17186,9,10
g17187,475,477
g17188,0,0
g17189,985,1089
g17190,0,0
g17191,0,0
g17192,0,0
g17193,0,0
g17194,0,0
g17195,0,0
g17196,0,0
g17197,0,0
g17198,0,0
g17199,0,0
g17200,0,0
g17201,0,0
g17202,0,1
g17203,0,0
g17204,0,1
g17205,0,0
g17206,0,1
g17207,0,1
g17208,0,0
g17209,0,0
g17210,0,0
g17211,0,0
g17212,0,0
g17213,0,0
g17214,0,0
g17215,0,0
g17216,0,0
g17217,0,0
g17218,0,0
g17219,0,0
g17220,0,0
g17221,0,0
g17222,35,35
g17223,1,0
g17224,0,0
g17225,3,3
g17226,2,8
g17227,0,0
g17228,0,0
g17229,0,0
g17230,0,0
g17231,11,1
g17232,127,89
g17233,703,712
g17234,3289,3486
g17235,121,146
g17236,2,3
g17237,8,8
g17238,1,0
g17239,11,5
g17240,0,0
g17241,0,1
g17242,0,0
g17243,24,15
g17244,1,2
g17245,0,0
g17246,0,0
g17247,0,0
g17248,0,0
g17249,0,1
g17250,0,0
g17251,37,13
g17252,2,0
g17253,0,1
g17254,0,1
g17255,8,8
g17256,0,0
g17257,0,0
g17258,0,0
